Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1773945081.7074814,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.718496,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7270653,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7357166,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7462978,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7556827,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.765513,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7752783,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7859952,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.79551,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8061106,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8164265,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8261034,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.835771,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8454282,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8553479,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8657973,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8756623,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8861356,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8957253,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9058762,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9172843,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.925972,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9352078,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.946081,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9557683,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.966252,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.976069,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9854047,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9952013,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0065525,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0169997,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.026225,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0373726,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0464506,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0565693,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0664213,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.076157,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.085693,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0953364,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.106169,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1156979,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1255267,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1357732,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1452754,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1555214,1.0,1.0,1.0,1.0,1.0,0.0,1.0
