t,m1,m2,m3,m4,vbat
1.933332943916320801e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.117301940917968750e+00
1.934287786483764648e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.117301940917968750e+00
1.935320305824279785e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.117301940917968750e+00
1.936283755302429199e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.117301940917968750e+00
1.937275981903076172e+01,3.802100000000000000e+04,3.832000000000000000e+04,3.821200000000000000e+04,3.777400000000000000e+04,4.117301940917968750e+00
1.938397622108459473e+01,3.802100000000000000e+04,3.832000000000000000e+04,3.821200000000000000e+04,3.777400000000000000e+04,4.117301940917968750e+00
1.939434623718261719e+01,3.887500000000000000e+04,3.940600000000000000e+04,3.930700000000000000e+04,3.914800000000000000e+04,3.388856410980224609e+00
1.940427470207214355e+01,3.887500000000000000e+04,3.940600000000000000e+04,3.930700000000000000e+04,3.914800000000000000e+04,3.388856410980224609e+00
1.941541743278503418e+01,3.995300000000000000e+04,4.045300000000000000e+04,4.077200000000000000e+04,4.010600000000000000e+04,3.357184886932373047e+00
1.942340540885925293e+01,3.995300000000000000e+04,4.045300000000000000e+04,4.077200000000000000e+04,4.010600000000000000e+04,3.357184886932373047e+00
1.943306326866149902e+01,4.190500000000000000e+04,4.204500000000000000e+04,4.022500000000000000e+04,4.045200000000000000e+04,3.425806522369384766e+00
1.944659447669982910e+01,4.190500000000000000e+04,4.204500000000000000e+04,4.022500000000000000e+04,4.045200000000000000e+04,3.425806522369384766e+00
1.945345187187194824e+01,4.217900000000000000e+04,4.160200000000000000e+04,4.193900000000000000e+04,4.173500000000000000e+04,3.446920871734619141e+00
1.946322441101074219e+01,4.217900000000000000e+04,4.160200000000000000e+04,4.193900000000000000e+04,4.173500000000000000e+04,3.446920871734619141e+00
1.947421526908874512e+01,4.468500000000000000e+04,3.993700000000000000e+04,4.481700000000000000e+04,3.993500000000000000e+04,3.489149570465087891e+00
1.948391056060791016e+01,4.468500000000000000e+04,3.993700000000000000e+04,4.481700000000000000e+04,3.993500000000000000e+04,3.489149570465087891e+00
1.949318146705627441e+01,4.877300000000000000e+04,3.915600000000000000e+04,4.508600000000000000e+04,3.618300000000000000e+04,3.526099681854248047e+00
1.950381517410278320e+01,4.674200000000000000e+04,4.142900000000000000e+04,4.711300000000000000e+04,3.517400000000000000e+04,3.536656856536865234e+00
1.952018547058105469e+01,4.674200000000000000e+04,4.142900000000000000e+04,4.711300000000000000e+04,3.517400000000000000e+04,3.536656856536865234e+00
1.952662825584411621e+01,4.674200000000000000e+04,4.142900000000000000e+04,4.711300000000000000e+04,3.517400000000000000e+04,3.536656856536865234e+00
1.953395724296569824e+01,4.674200000000000000e+04,4.142900000000000000e+04,4.711300000000000000e+04,3.517400000000000000e+04,3.536656856536865234e+00
1.954345393180847168e+01,4.890300000000000000e+04,3.901500000000000000e+04,4.923700000000000000e+04,3.185000000000000000e+04,3.568328619003295898e+00
1.955280947685241699e+01,4.973100000000000000e+04,3.414100000000000000e+04,4.835900000000000000e+04,3.821900000000000000e+04,3.584164381027221680e+00
1.956254601478576660e+01,4.973100000000000000e+04,3.414100000000000000e+04,4.835900000000000000e+04,3.821900000000000000e+04,3.584164381027221680e+00
1.957406497001647949e+01,5.091300000000000000e+04,3.400900000000000000e+04,5.072600000000000000e+04,3.222200000000000000e+04,3.589442968368530273e+00
1.958310842514038086e+01,5.091300000000000000e+04,3.400900000000000000e+04,5.072600000000000000e+04,3.222200000000000000e+04,3.589442968368530273e+00
1.959304285049438477e+01,5.062400000000000000e+04,3.133600000000000000e+04,5.127200000000000000e+04,3.419500000000000000e+04,3.600000143051147461e+00
1.960465693473815918e+01,5.062400000000000000e+04,3.133600000000000000e+04,5.127200000000000000e+04,3.419500000000000000e+04,3.600000143051147461e+00
1.961315751075744629e+01,5.042000000000000000e+04,4.064900000000000000e+04,4.952900000000000000e+04,2.770200000000000000e+04,3.615835905075073242e+00
1.962311506271362305e+01,5.042000000000000000e+04,4.064900000000000000e+04,4.952900000000000000e+04,2.770200000000000000e+04,3.615835905075073242e+00
1.963326311111450195e+01,5.083300000000000000e+04,2.996200000000000000e+04,4.918800000000000000e+04,3.873600000000000000e+04,3.621114492416381836e+00
1.964338421821594238e+01,5.083300000000000000e+04,2.996200000000000000e+04,4.918800000000000000e+04,3.873600000000000000e+04,3.621114492416381836e+00
1.965339231491088867e+01,5.305200000000000000e+04,3.466600000000000000e+04,4.734800000000000000e+04,3.225400000000000000e+04,3.626393079757690430e+00
1.966262769699096680e+01,5.305200000000000000e+04,3.466600000000000000e+04,4.734800000000000000e+04,3.225400000000000000e+04,3.626393079757690430e+00
1.967465996742248535e+01,5.362400000000000000e+04,2.379800000000000000e+04,4.648500000000000000e+04,3.979200000000000000e+04,3.636950254440307617e+00
1.968318486213684082e+01,5.362400000000000000e+04,2.379800000000000000e+04,4.648500000000000000e+04,3.979200000000000000e+04,3.636950254440307617e+00
1.969324612617492676e+01,5.205700000000000000e+04,2.660500000000000000e+04,4.897100000000000000e+04,3.717300000000000000e+04,3.642228841781616211e+00
1.970334649085998535e+01,5.205700000000000000e+04,2.660500000000000000e+04,4.897100000000000000e+04,3.717300000000000000e+04,3.642228841781616211e+00
1.971306681632995605e+01,5.108800000000000000e+04,2.579100000000000000e+04,4.882700000000000000e+04,3.825700000000000000e+04,3.652786016464233398e+00
