Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1773945081.6248803,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6305306,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6394997,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6502767,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6588814,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6694562,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6786115,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.6900177,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7003055,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.709096,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7202113,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.729069,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7388825,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7488651,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.759103,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7685637,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.779133,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7897274,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.7991004,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8103383,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8203342,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8299809,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8395164,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8495371,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.85857,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8689725,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8790011,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.8902385,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.899759,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9128637,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.919735,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9288483,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9393053,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.950056,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.959477,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.969414,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9787252,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9888458,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945081.9986432,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.009717,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0200791,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0301075,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.040711,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0506158,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0602028,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0696366,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0793564,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0888212,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.0995696,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.110197,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1199074,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1289876,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.139355,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1488087,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.158892,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1694705,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.178626,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.1895225,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.200107,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.208846,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2189946,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2295804,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2398064,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2506115,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.260011,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2705019,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2786512,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2894254,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.2990246,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.316309,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3203022,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3289843,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3390784,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3489983,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3588588,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3688357,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3793828,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.3899834,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.399322,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773945082.4088972,1.0,1.0,1.0,1.0,1.0,0.0,1.0
