t,m1,m2,m3,m4,vbat
1.034113240242004395e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.035063409805297852e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.036414051055908203e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.037211823463439941e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.037970614433288574e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.038882780075073242e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.040033650398254395e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.040913081169128418e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.159530639648437500e+00
1.041906142234802246e+01,3.654200000000000000e+04,3.700900000000000000e+04,3.748900000000000000e+04,3.716200000000000000e+04,4.101466178894042969e+00
1.042841696739196777e+01,3.654200000000000000e+04,3.700900000000000000e+04,3.748900000000000000e+04,3.716200000000000000e+04,4.101466178894042969e+00
1.043949151039123535e+01,4.059500000000000000e+04,4.292800000000000000e+04,4.165100000000000000e+04,3.966500000000000000e+04,3.695014715194702148e+00
1.044827651977539062e+01,4.059500000000000000e+04,4.292800000000000000e+04,4.165100000000000000e+04,3.966500000000000000e+04,3.695014715194702148e+00
1.045948815345764160e+01,4.162200000000000000e+04,4.260100000000000000e+04,4.150600000000000000e+04,4.126900000000000000e+04,3.652786016464233398e+00
1.046917676925659180e+01,4.162200000000000000e+04,4.260100000000000000e+04,4.150600000000000000e+04,4.126900000000000000e+04,3.652786016464233398e+00
1.047821831703186035e+01,4.074100000000000000e+04,4.125200000000000000e+04,4.116700000000000000e+04,4.133700000000000000e+04,3.710850477218627930e+00
1.048886775970458984e+01,4.074100000000000000e+04,4.125200000000000000e+04,4.116700000000000000e+04,4.133700000000000000e+04,3.710850477218627930e+00
1.049847936630249023e+01,3.931800000000000000e+04,4.031400000000000000e+04,4.121600000000000000e+04,4.079000000000000000e+04,3.779472112655639648e+00
1.050826787948608398e+01,3.931800000000000000e+04,4.031400000000000000e+04,4.121600000000000000e+04,4.079000000000000000e+04,3.779472112655639648e+00
1.052004265785217285e+01,3.866400000000000000e+04,4.019900000000000000e+04,4.122600000000000000e+04,4.019100000000000000e+04,3.811143875122070312e+00
1.052809500694274902e+01,3.866400000000000000e+04,4.019900000000000000e+04,4.122600000000000000e+04,4.019100000000000000e+04,3.811143875122070312e+00
1.053866982460021973e+01,3.879100000000000000e+04,3.927900000000000000e+04,4.067300000000000000e+04,4.021100000000000000e+04,3.848093986511230469e+00
