Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774035535.4611948,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.469474,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.4777148,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.4939618,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5064197,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5228648,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5297477,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.536694,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5457425,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5581,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5664706,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.575643,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5867324,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5986207,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.605621,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6158533,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6258042,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6355786,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.645984,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.655604,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6661797,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6782916,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6857774,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.696618,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.705825,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7156374,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7256546,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7356985,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7466583,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.755797,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7665849,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.777351,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7852077,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7982185,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8056576,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8164587,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.82833,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8359494,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8469348,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8554962,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8654704,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8757775,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8860774,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8967385,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9054823,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9161987,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.92593,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9358776,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9472811,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9554539,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.965269,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9754608,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9863672,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9969466,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0053165,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0165257,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0259252,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0360918,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0458312,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.055615,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.066338,1.0,1.0,1.0,1.0,1.0,0.0,1.0
