Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774035535.480321,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5001504,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5091937,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5180256,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5251544,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.532777,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5432463,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5513504,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.560986,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.570366,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.5798717,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.589481,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6005945,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6093526,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6196334,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6307256,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6390495,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.649643,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6613421,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6692104,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.680708,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6888685,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.6993504,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7090123,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7192998,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7300904,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7395244,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.750976,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7627258,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7694335,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7815533,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.789239,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.7998085,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8095245,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8238435,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8301704,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8396459,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8500965,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8590798,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8701189,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8800182,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.888991,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.8993986,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9105763,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9195888,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9294348,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9392827,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9498427,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9589942,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.968949,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.979978,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035535.9896345,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0014575,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.009401,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.019809,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.030363,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774035536.0394351,1.0,1.0,1.0,1.0,1.0,0.0,1.0
