-0.00494708074257,-0.00495275482535,-0.00495273247361,-0.00495841260999,-0.00494708074257,-0.00495841260999,-0.00494871800765,-0.00494875991717,-0.00495673064142,-0.00495677208528,-0.00494877062738,-0.00494870683178,-0.00495678326115,-0.00495671946555,
-0.00494702346623,-0.00495269801468,-0.00495267426595,-0.00495835533366,-0.00494702346623,-0.00495835533366,-0.00494866073132,-0.00494870217517,-0.00495667336509,-0.00495671480894,-0.00494871428236,-0.00494864908978,-0.00495672645047,-0.00495666125789,
-0.00494696432725,-0.00495264073834,-0.00495261326432,-0.00495829619467,-0.00494696432725,-0.00495829619467,-0.00494860205799,-0.00494864257053,-0.00495661469176,-0.0049566552043,-0.0049486560747,-0.00494858808815,-0.00495666917413,-0.00495660072193,
-0.00494690844789,-0.00495258579031,-0.00495255598798,-0.00495823984966,-0.00494690844789,-0.00495823984966,-0.00494854571298,-0.00494858622551,-0.00495655881241,-0.00495659885928,-0.00494860112667,-0.00494853081182,-0.00495661376044,-0.00495654391125,
-0.00494685163721,-0.00495253037661,-0.00495249871165,-0.00495818350464,-0.00494685163721,-0.00495818350464,-0.00494848983362,-0.00494852941483,-0.00495650246739,-0.00495654251426,-0.00494854571298,-0.00494847400114,-0.00495655834675,-0.00495648663491,
-0.0049467952922,-0.00495247496292,-0.00495244096965,-0.00495812715963,-0.0049467952922,-0.00495812715963,-0.00494843348861,-0.00494847306982,-0.00495644658804,-0.00495648570359,-0.00494848983362,-0.0049484167248,-0.00495650293306,-0.00495642935857,
-0.00494674080983,-0.00495242048055,-0.00495238648728,-0.00495807267725,-0.00494674080983,-0.00495807267725,-0.00494837900624,-0.00494841858745,-0.00495639164001,-0.00495643075556,-0.00494843535125,-0.00494836224243,-0.00495644798502,-0.0049563748762,
-0.00494668353349,-0.00495236506686,-0.00495232734829,-0.00495801540092,-0.00494668353349,-0.00495801540092,-0.00494832219556,-0.00494836084545,-0.00495633482933,-0.00495637347922,-0.00494837993756,-0.00494830310345,-0.00495639257133,-0.00495631573722,
-0.0049466281198,-0.00495231011882,-0.00495227053761,-0.00495795952156,-0.0049466281198,-0.00495795952156,-0.00494826678187,-0.00494830496609,-0.00495627894998,-0.00495631759986,-0.00494832452387,-0.00494824675843,-0.0049563376233,-0.00495625892654,
-0.00494657177478,-0.00495225517079,-0.00495221326128,-0.00495790317655,-0.00494657177478,-0.00495790317655,-0.00494821090251,-0.00494824862108,-0.00495622353628,-0.00495626078919,-0.00494826957583,-0.00494818994775,-0.0049562822096,-0.00495620211586,
-0.00494651682675,-0.00495220161974,-0.00495215691626,-0.00495784822851,-0.00494651682675,-0.00495784822851,-0.00494815595448,-0.00494819320738,-0.00495616812259,-0.00495620537549,-0.00494821555912,-0.0049481340684,-0.00495622772723,-0.00495614623651,
-0.00494646048173,-0.00495214713737,-0.0049520987086,-0.0049577918835,-0.00494646048173,-0.0049577918835,-0.00494810007513,-0.00494813686237,-0.0049561127089,-0.00495614903048,-0.00494816107675,-0.00494807586074,-0.00495617324486,-0.00495608849451,
-0.00494640460238,-0.00495209218934,-0.00495204143226,-0.00495773600414,-0.00494640460238,-0.00495773600414,-0.00494804466143,-0.00494808051735,-0.00495605682954,-0.00495609315112,-0.00494810566306,-0.00494801905006,-0.00495611829683,-0.00495603168383,
-0.00494635663927,-0.00495204515755,-0.00495199300349,-0.00495768804103,-0.00494635663927,-0.00495768804103,-0.00494799669832,-0.00494803255424,-0.00495600886643,-0.00495604472235,-0.00494805863127,-0.00494797015563,-0.00495607079938,-0.0049559827894,
-0.00494630075991,-0.00495199020952,-0.00495193526149,-0.00495763169602,-0.00494630075991,-0.00495763169602,-0.00494794081897,-0.00494797620922,-0.00495595298707,-0.00495598791167,-0.00494800321758,-0.00494791334495,-0.00495601538569,-0.00495592551306,
-0.00494624301791,-0.00495193479583,-0.00495187565684,-0.00495757395402,-0.00494624301791,-0.00495757395402,-0.00494788354263,-0.00494791800156,-0.00495589571074,-0.00495593016967,-0.00494794733822,-0.00494785420597,-0.00495595997199,-0.00495586637408,
-0.00494618853554,-0.00495187984779,-0.00495182117447,-0.00495751947165,-0.00494618853554,-0.00495751947165,-0.00494782906026,-0.00494786351919,-0.00495584122837,-0.0049558756873,-0.00494789285585,-0.00494779925793,-0.00495590502396,-0.00495581142604,
-0.00494613219053,-0.00495182489976,-0.00495176389813,-0.00495746312663,-0.00494613219053,-0.00495746312663,-0.00494777271524,-0.00494780717418,-0.00495578488335,-0.00495581934229,-0.00494783744216,-0.00494774244726,-0.00495584961027,-0.00495575461537,
-0.00494607398286,-0.00495176762342,-0.00495170429349,-0.00495740491897,-0.00494607398286,-0.00495740491897,-0.00494771497324,-0.00494774850085,-0.00495572714135,-0.00495576066896,-0.00494778016582,-0.00494768330827,-0.00495579186827,-0.00495569547638,
-0.00494601530954,-0.00495171034709,-0.00495164515451,-0.00495734624565,-0.00494601530954,-0.00495734624565,-0.00494765629992,-0.00494768982753,-0.00495566846803,-0.00495570199564,-0.00494772242382,-0.00494762370363,-0.00495573505759,-0.00495563587174,
-0.00494595244527,-0.00495164981112,-0.00495158042759,-0.00495728384703,-0.00494595244527,-0.00495728384703,-0.00494759390131,-0.0049476264976,-0.00495560653508,-0.00495563913137,-0.00494766142219,-0.00494755897671,-0.00495567405596,-0.00495557161048,
-0.0049459002912,-0.00495159858838,-0.0049515273422,-0.00495723215863,-0.0049459002912,-0.00495723215863,-0.0049475422129,-0.00494757434353,-0.00495555484667,-0.00495558744296,-0.00494761019945,-0.00494750635698,-0.00495562283322,-0.00495551899076,
-0.00494584068656,-0.00495153991506,-0.00495146680623,-0.00495717208833,-0.00494584068656,-0.00495717208833,-0.0049474821426,-0.00494751473889,-0.00495549477637,-0.00495552737266,-0.00494755106047,-0.00494744535536,-0.0049555641599,-0.00495545845479,
-0.00494578015059,-0.00495148031041,-0.00495140533894,-0.00495711201802,-0.00494578015059,-0.00495711201802,-0.00494742160663,-0.00494745420292,-0.00495543470606,-0.00495546683669,-0.00494749192148,-0.00494738435373,-0.00495550502092,-0.0049553969875,
-0.00494571123272,-0.00495141511783,-0.0049513336271,-0.00495704403147,-0.00494571123272,-0.00495704403147,-0.00494735315442,-0.00494738528505,-0.00495536671951,-0.00495539838448,-0.00494742579758,-0.00494731264189,-0.00495543889701,-0.00495532574132,
-0.00494565675035,-0.00495136063546,-0.00495127914473,-0.00495698908344,-0.00494565675035,-0.00495698908344,-0.00494729867205,-0.00494733080268,-0.00495531177148,-0.00495534390211,-0.00494737131521,-0.00494725815952,-0.00495538441464,-0.00495527125895,
-0.00494559761137,-0.00495130196214,-0.00495121860877,-0.00495692994446,-0.00494559761137,-0.00495692994446,-0.00494723953307,-0.0049472716637,-0.00495525309816,-0.00495528476313,-0.00494731264189,-0.00494719762355,-0.00495532667264,-0.00495521118864,
-0.00494554033503,-0.00495124841109,-0.00495115853846,-0.00495687266812,-0.00494554033503,-0.00495687266812,-0.00494718272239,-0.0049472139217,-0.00495519582182,-0.00495522748679,-0.00494725862518,-0.00494713801891,-0.00495527219027,-0.00495515111834,
-0.00494548724964,-0.00495119625703,-0.00495110452175,-0.00495681958273,-0.00494548724964,-0.00495681958273,-0.004947129637,-0.00494716083631,-0.0049551432021,-0.0049551744014,-0.00494720693678,-0.0049470840022,-0.00495522003621,-0.00495509663597,
-0.00494544254616,-0.0049511520192,-0.00495105795562,-0.00495677441359,-0.00494544254616,-0.00495677441359,-0.00494708446786,-0.00494711613283,-0.00495509756729,-0.0049551287666,-0.00494716269895,-0.00494703790173,-0.00495517579839,-0.0049550505355,
-0.00494539458305,-0.00495110498741,-0.00495100906119,-0.00495672598481,-0.00494539458305,-0.00495672598481,-0.00494703697041,-0.00494706770405,-0.00495504913852,-0.00495508080348,-0.00494711566716,-0.00494698900729,-0.00495512830094,-0.00495500164106,
-0.00494536012411,-0.00495107192546,-0.00495097180828,-0.00495669059455,-0.00494536012411,-0.00495669059455,-0.00494700251147,-0.00494703324512,-0.00495501421392,-0.00495504494756,-0.00494708307087,-0.00494695222005,-0.00495509523898,-0.00495496438816,
-0.00494531122968,-0.00495102442801,-0.00495092198253,-0.00495664123446,-0.00494531122968,-0.00495664123446,-0.00494695361704,-0.00494698435068,-0.00495496531948,-0.00495499558747,-0.00494703510776,-0.00494690285996,-0.00495504681021,-0.00495491409674,
-0.00494526792318,-0.00495098112151,-0.00495087727904,-0.00495659699664,-0.00494526792318,-0.00495659699664,-0.00494691031054,-0.00494694057852,-0.00495492108166,-0.00495495134965,-0.00494699273258,-0.00494685815647,-0.00495500350371,-0.0049548689276,
-0.00494524510577,-0.00495096063241,-0.00495085027069,-0.00495657185093,-0.00494524510577,-0.00495657185093,-0.00494688749313,-0.00494691729546,-0.00495489640161,-0.00495492620394,-0.00494697224349,-0.00494683207944,-0.00495498161763,-0.00495484145358,
-0.00494520692155,-0.00495092291385,-0.00495081022382,-0.00495653226972,-0.00494520692155,-0.00495653226972,-0.00494684930891,-0.00494687864557,-0.00495485728607,-0.00495488708839,-0.00494693499058,-0.00494679296389,-0.0049549434334,-0.00495480140671,
-0.00494516827166,-0.00495088472962,-0.00495077017695,-0.00495649268851,-0.00494516827166,-0.00495649268851,-0.00494681065902,-0.00494683953002,-0.00495481817052,-0.00495484704152,-0.00494689680636,-0.00494675338268,-0.00495490431786,-0.00495476089418,
-0.00494512915611,-0.00495084607974,-0.00495072919875,-0.00495645264164,-0.00494512915611,-0.00495645264164,-0.00494677107781,-0.00494680041447,-0.00495477812365,-0.00495480699465,-0.00494685862213,-0.00494671333581,-0.00495486566797,-0.00495471945032,
