t,m1,m2,m3,m4,vbat
9.789937019348144531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.794565916061401367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.807546138763427734e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.814840555191040039e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.824957370758056641e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.834262847900390625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.845146179199218750e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.853778839111328125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.863629817962646484e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.874264478683471680e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.885027885437011719e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.894168376922607422e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.903706550598144531e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.914710998535156250e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.926434040069580078e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.933791875839233398e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.945280313491821289e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.955772399902343750e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.964150905609130859e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.974274635314941406e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.983894824981689453e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
9.994566202163696289e+00,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
1.000758433341979980e+01,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
1.001534461975097656e+01,3.746500000000000000e+04,3.802800000000000000e+04,3.841500000000000000e+04,3.790700000000000000e+04,4.022287368774414062e+00
1.002758097648620605e+01,3.859000000000000000e+04,3.880200000000000000e+04,3.866200000000000000e+04,3.839700000000000000e+04,3.647507429122924805e+00
1.003528857231140137e+01,3.859000000000000000e+04,3.880200000000000000e+04,3.866200000000000000e+04,3.839700000000000000e+04,3.647507429122924805e+00
1.005006957054138184e+01,3.997600000000000000e+04,4.057900000000000000e+04,4.005500000000000000e+04,3.905100000000000000e+04,3.716129064559936523e+00
1.005788421630859375e+01,3.934900000000000000e+04,4.069800000000000000e+04,4.120800000000000000e+04,3.987100000000000000e+04,3.758357763290405273e+00
1.006460189819335938e+01,3.934900000000000000e+04,4.069800000000000000e+04,4.120800000000000000e+04,3.987100000000000000e+04,3.758357763290405273e+00
1.007508540153503418e+01,4.260700000000000000e+04,3.804000000000000000e+04,4.375100000000000000e+04,3.828300000000000000e+04,3.805865049362182617e+00
1.008511757850646973e+01,4.204100000000000000e+04,3.892300000000000000e+04,4.360300000000000000e+04,3.872400000000000000e+04,3.832258224487304688e+00
1.009409689903259277e+01,4.298600000000000000e+04,3.843000000000000000e+04,4.484500000000000000e+04,3.643800000000000000e+04,3.837536811828613281e+00
1.010519099235534668e+01,4.360400000000000000e+04,3.852700000000000000e+04,4.473500000000000000e+04,3.562000000000000000e+04,3.842815399169921875e+00
1.011465120315551758e+01,4.473200000000000000e+04,3.276700000000000000e+04,4.546500000000000000e+04,3.812900000000000000e+04,3.842815399169921875e+00
1.012473344802856445e+01,4.473200000000000000e+04,3.276700000000000000e+04,4.546500000000000000e+04,3.812900000000000000e+04,3.842815399169921875e+00
1.013561868667602539e+01,4.820700000000000000e+04,3.349900000000000000e+04,4.193100000000000000e+04,3.676300000000000000e+04,3.848093986511230469e+00
1.014486980438232422e+01,4.820700000000000000e+04,3.349900000000000000e+04,4.193100000000000000e+04,3.676300000000000000e+04,3.848093986511230469e+00
1.015357875823974609e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.016588091850280762e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.017571902275085449e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.018666863441467285e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.019479227066040039e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.020669794082641602e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.021674704551696777e+01,4.599300000000000000e+04,3.314000000000000000e+04,4.355200000000000000e+04,3.758700000000000000e+04,3.842815399169921875e+00
1.023120212554931641e+01,4.198200000000000000e+04,3.776000000000000000e+04,4.417600000000000000e+04,3.598300000000000000e+04,3.853372573852539062e+00
1.024042606353759766e+01,4.265900000000000000e+04,3.761200000000000000e+04,4.697000000000000000e+04,2.696300000000000000e+04,3.863929748535156250e+00
1.024797987937927246e+01,4.265900000000000000e+04,3.761200000000000000e+04,4.697000000000000000e+04,2.696300000000000000e+04,3.863929748535156250e+00
1.025772571563720703e+01,4.265900000000000000e+04,3.761200000000000000e+04,4.697000000000000000e+04,2.696300000000000000e+04,3.863929748535156250e+00
1.026604700088500977e+01,4.486700000000000000e+04,3.903000000000000000e+04,4.588600000000000000e+04,1.971100000000000000e+04,3.863929748535156250e+00
1.027584171295166016e+01,4.637100000000000000e+04,3.767900000000000000e+04,4.522700000000000000e+04,1.836500000000000000e+04,3.874486923217773438e+00
1.028387784957885742e+01,4.637100000000000000e+04,3.767900000000000000e+04,4.522700000000000000e+04,1.836500000000000000e+04,3.874486923217773438e+00
1.029421687126159668e+01,4.578000000000000000e+04,3.121900000000000000e+04,4.626700000000000000e+04,2.405000000000000000e+04,3.874486923217773438e+00
1.030625534057617188e+01,4.578000000000000000e+04,3.121900000000000000e+04,4.626700000000000000e+04,2.405000000000000000e+04,3.874486923217773438e+00
1.031575274467468262e+01,4.601300000000000000e+04,2.868700000000000000e+04,4.575000000000000000e+04,2.539700000000000000e+04,3.879765510559082031e+00
1.032620382308959961e+01,4.601300000000000000e+04,2.868700000000000000e+04,4.575000000000000000e+04,2.539700000000000000e+04,3.879765510559082031e+00
1.033504271507263184e+01,4.647900000000000000e+04,2.286100000000000000e+04,4.538800000000000000e+04,2.967700000000000000e+04,3.879765510559082031e+00
1.034673690795898438e+01,4.647900000000000000e+04,2.286100000000000000e+04,4.538800000000000000e+04,2.967700000000000000e+04,3.879765510559082031e+00
1.035366344451904297e+01,4.647900000000000000e+04,2.286100000000000000e+04,4.538800000000000000e+04,2.967700000000000000e+04,3.879765510559082031e+00
1.036597919464111328e+01,4.631300000000000000e+04,2.413500000000000000e+04,4.476400000000000000e+04,2.934200000000000000e+04,3.885044097900390625e+00
1.037507987022399902e+01,4.631300000000000000e+04,2.413500000000000000e+04,4.476400000000000000e+04,2.934200000000000000e+04,3.885044097900390625e+00
1.038544273376464844e+01,4.631300000000000000e+04,2.413500000000000000e+04,4.476400000000000000e+04,2.934200000000000000e+04,3.885044097900390625e+00
1.039456892013549805e+01,4.631300000000000000e+04,2.413500000000000000e+04,4.476400000000000000e+04,2.934200000000000000e+04,3.885044097900390625e+00
1.040632796287536621e+01,4.631300000000000000e+04,2.413500000000000000e+04,4.476400000000000000e+04,2.934200000000000000e+04,3.885044097900390625e+00
1.041507291793823242e+01,4.533400000000000000e+04,2.728700000000000000e+04,4.513000000000000000e+04,2.725700000000000000e+04,3.885044097900390625e+00
1.042739129066467285e+01,4.519800000000000000e+04,2.920500000000000000e+04,4.492200000000000000e+04,2.699300000000000000e+04,3.885044097900390625e+00
1.043379044532775879e+01,4.519800000000000000e+04,2.920500000000000000e+04,4.492200000000000000e+04,2.699300000000000000e+04,3.885044097900390625e+00
1.044542527198791504e+01,4.485700000000000000e+04,2.900500000000000000e+04,4.448600000000000000e+04,2.921400000000000000e+04,3.879765510559082031e+00
1.045471715927124023e+01,4.357400000000000000e+04,2.886700000000000000e+04,4.548800000000000000e+04,3.132100000000000000e+04,3.879765510559082031e+00
1.046622276306152344e+01,4.357400000000000000e+04,2.886700000000000000e+04,4.548800000000000000e+04,3.132100000000000000e+04,3.879765510559082031e+00
1.047513008117675781e+01,4.357400000000000000e+04,2.886700000000000000e+04,4.548800000000000000e+04,3.132100000000000000e+04,3.879765510559082031e+00
1.048426556587219238e+01,4.271900000000000000e+04,2.788900000000000000e+04,4.551300000000000000e+04,3.349100000000000000e+04,3.874486923217773438e+00
1.049466180801391602e+01,4.271900000000000000e+04,2.788900000000000000e+04,4.551300000000000000e+04,3.349100000000000000e+04,3.874486923217773438e+00
1.050435018539428711e+01,4.142500000000000000e+04,2.990600000000000000e+04,4.612800000000000000e+04,3.323700000000000000e+04,3.874486923217773438e+00
1.051529502868652344e+01,4.142500000000000000e+04,2.990600000000000000e+04,4.612800000000000000e+04,3.323700000000000000e+04,3.874486923217773438e+00
1.052619099617004395e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.053403139114379883e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.054574275016784668e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.055517220497131348e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.056499385833740234e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.057566833496093750e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.058534860610961914e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.059479570388793945e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.060414242744445801e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.061356306076049805e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.062538456916809082e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.063368487358093262e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.064424777030944824e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.065438246726989746e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.066551542282104492e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.067500495910644531e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.068711709976196289e+01,4.115100000000000000e+04,3.253800000000000000e+04,4.513600000000000000e+04,3.376600000000000000e+04,3.874486923217773438e+00
1.069710302352905273e+01,4.195500000000000000e+04,3.397900000000000000e+04,4.459800000000000000e+04,3.290400000000000000e+04,3.869208335876464844e+00
1.070722532272338867e+01,4.195500000000000000e+04,3.397900000000000000e+04,4.459800000000000000e+04,3.290400000000000000e+04,3.869208335876464844e+00
1.071584081649780273e+01,4.195500000000000000e+04,3.397900000000000000e+04,4.459800000000000000e+04,3.290400000000000000e+04,3.869208335876464844e+00
1.072542548179626465e+01,4.208500000000000000e+04,3.597800000000000000e+04,4.483300000000000000e+04,3.124800000000000000e+04,3.869208335876464844e+00
