Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774005114.9355342,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.9459999,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.955593,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.965754,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.97617,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.9858077,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.9957087,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0053816,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0151837,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0261192,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0351472,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0454023,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0556974,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0651374,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0754287,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0860856,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.096925,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1052678,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.116649,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1265383,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1353106,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1450355,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1558678,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1659303,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1760411,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1878011,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.198775,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2122304,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.218185,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2265215,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2362258,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2453697,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2558732,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2654321,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2767327,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.285573,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2958398,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3054926,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3156812,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3261492,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.335517,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3453763,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3551378,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3657193,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.377378,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3859696,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.3967547,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4064271,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4162176,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4261177,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.437298,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4459324,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.455279,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4653015,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4763105,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4859774,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.4952857,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5058413,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5155635,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5260534,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5365963,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5470777,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5556889,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5666997,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5774753,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5853028,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.5957708,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.6058078,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.6169128,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.6259477,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.6383722,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.6463819,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.655321,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.665471,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.679813,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.686332,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.6963396,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7053728,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7160847,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7268958,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7369726,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7461529,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7559216,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7661748,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.775852,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7856221,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.7951384,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8066356,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8157184,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8264742,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8351884,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8468099,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8564458,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.868341,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8766754,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8866045,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.8957317,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.905403,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9154062,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9257386,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9355865,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9458466,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9558933,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9657621,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9762743,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.985709,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.9960387,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0070696,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0162542,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0273654,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0352874,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.045547,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0558693,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0654101,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0753877,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.0871773,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.097243,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.1062357,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.1170678,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.1274273,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.1356213,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.1456108,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005116.15581,1.0,1.0,1.0,1.0,1.0,0.0,1.0
