t,m1,m2,m3,m4,vbat
9.768010616302490234e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.779289722442626953e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.789292335510253906e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.797750949859619141e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.808421134948730469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.818237781524658203e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.827675104141235352e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.837674379348754883e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.847336530685424805e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.858415842056274414e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.127859115600585938e+00
9.867127895355224609e+00,4.110300000000000000e+04,4.153300000000000000e+04,4.178000000000000000e+04,4.144600000000000000e+04,3.689736127853393555e+00
9.877801656723022461e+00,4.110300000000000000e+04,4.153300000000000000e+04,4.178000000000000000e+04,4.144600000000000000e+04,3.689736127853393555e+00
9.888133764266967773e+00,4.146600000000000000e+04,4.259800000000000000e+04,4.497400000000000000e+04,4.361100000000000000e+04,3.541935443878173828e+00
9.897398948669433594e+00,4.146600000000000000e+04,4.259800000000000000e+04,4.497400000000000000e+04,4.361100000000000000e+04,3.541935443878173828e+00
9.907668828964233398e+00,4.034400000000000000e+04,4.408800000000000000e+04,4.713500000000000000e+04,4.376000000000000000e+04,3.483870983123779297e+00
9.918339490890502930e+00,4.034400000000000000e+04,4.408800000000000000e+04,4.713500000000000000e+04,4.376000000000000000e+04,3.483870983123779297e+00
9.929244041442871094e+00,4.247800000000000000e+04,4.248300000000000000e+04,4.418000000000000000e+04,4.343800000000000000e+04,3.541935443878173828e+00
9.937393903732299805e+00,4.247800000000000000e+04,4.248300000000000000e+04,4.418000000000000000e+04,4.343800000000000000e+04,3.541935443878173828e+00
9.948969602584838867e+00,3.893200000000000000e+04,4.204700000000000000e+04,4.658900000000000000e+04,4.248900000000000000e+04,3.584164381027221680e+00
9.958878993988037109e+00,3.893200000000000000e+04,4.204700000000000000e+04,4.658900000000000000e+04,4.248900000000000000e+04,3.584164381027221680e+00
9.967966079711914062e+00,3.425500000000000000e+04,4.338000000000000000e+04,4.489900000000000000e+04,4.433000000000000000e+04,3.642228841781616211e+00
9.977262496948242188e+00,3.425500000000000000e+04,4.338000000000000000e+04,4.489900000000000000e+04,4.433000000000000000e+04,3.642228841781616211e+00
9.988154172897338867e+00,2.797600000000000000e+04,4.615700000000000000e+04,4.636300000000000000e+04,4.166500000000000000e+04,3.679178953170776367e+00
9.998034715652465820e+00,2.797600000000000000e+04,4.615700000000000000e+04,4.636300000000000000e+04,4.166500000000000000e+04,3.679178953170776367e+00
1.000895214080810547e+01,3.482600000000000000e+04,4.387700000000000000e+04,4.029900000000000000e+04,4.583700000000000000e+04,3.689736127853393555e+00
1.002028894424438477e+01,3.482600000000000000e+04,4.387700000000000000e+04,4.029900000000000000e+04,4.583700000000000000e+04,3.689736127853393555e+00
1.003093838691711426e+01,3.482600000000000000e+04,4.387700000000000000e+04,4.029900000000000000e+04,4.583700000000000000e+04,3.689736127853393555e+00
1.004500532150268555e+01,4.561100000000000000e+04,4.976500000000000000e+04,2.442200000000000000e+04,3.973900000000000000e+04,3.705571889877319336e+00
1.005090904235839844e+01,4.561100000000000000e+04,4.976500000000000000e+04,2.442200000000000000e+04,3.973900000000000000e+04,3.705571889877319336e+00
1.005893135070800781e+01,4.778800000000000000e+04,5.025900000000000000e+04,1.993900000000000000e+04,3.875800000000000000e+04,3.705571889877319336e+00
1.006928539276123047e+01,4.778800000000000000e+04,5.025900000000000000e+04,1.993900000000000000e+04,3.875800000000000000e+04,3.705571889877319336e+00
1.007765793800354004e+01,4.672600000000000000e+04,4.848000000000000000e+04,2.296800000000000000e+04,3.926300000000000000e+04,3.726686239242553711e+00
1.008806514739990234e+01,4.196200000000000000e+04,4.390500000000000000e+04,3.064600000000000000e+04,4.339100000000000000e+04,3.758357763290405273e+00
1.009772825241088867e+01,4.196200000000000000e+04,4.390500000000000000e+04,3.064600000000000000e+04,4.339100000000000000e+04,3.758357763290405273e+00
1.010896897315979004e+01,2.911600000000000000e+04,3.892800000000000000e+04,4.111100000000000000e+04,4.696700000000000000e+04,3.790029287338256836e+00
1.011768507957458496e+01,2.911600000000000000e+04,3.892800000000000000e+04,4.111100000000000000e+04,4.696700000000000000e+04,3.790029287338256836e+00
1.012801313400268555e+01,2.661200000000000000e+04,3.550900000000000000e+04,4.345000000000000000e+04,4.873100000000000000e+04,3.768914937973022461e+00
1.013784003257751465e+01,2.661200000000000000e+04,3.550900000000000000e+04,4.345000000000000000e+04,4.873100000000000000e+04,3.768914937973022461e+00
1.014817333221435547e+01,2.691300000000000000e+04,4.148400000000000000e+04,4.229800000000000000e+04,4.397500000000000000e+04,3.784750699996948242e+00
