t,m1,m2,m3,m4,vbat
9.743270397186279297e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
9.752237558364868164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
9.764010906219482422e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
9.773672819137573242e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
9.784967660903930664e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.793559074401855469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.802639484405517578e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.812989473342895508e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.823912858963012695e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.133137702941894531e+00
9.832739114761352539e+00,3.995900000000000000e+04,4.039000000000000000e+04,3.908800000000000000e+04,3.867700000000000000e+04,3.357184886932373047e+00
9.842822074890136719e+00,3.995900000000000000e+04,4.039000000000000000e+04,3.908800000000000000e+04,3.867700000000000000e+04,3.357184886932373047e+00
9.852718114852905273e+00,4.018300000000000000e+04,4.042700000000000000e+04,4.079300000000000000e+04,4.062500000000000000e+04,3.373020648956298828e+00
9.862225294113159180e+00,4.018300000000000000e+04,4.042700000000000000e+04,4.079300000000000000e+04,4.062500000000000000e+04,3.373020648956298828e+00
9.873684406280517578e+00,4.205900000000000000e+04,4.127400000000000000e+04,4.045900000000000000e+04,4.171800000000000000e+04,3.415249347686767578e+00
9.883534431457519531e+00,4.234800000000000000e+04,4.419300000000000000e+04,4.425400000000000000e+04,3.646200000000000000e+04,3.431085109710693359e+00
9.892808675765991211e+00,4.234800000000000000e+04,4.419300000000000000e+04,4.425400000000000000e+04,3.646200000000000000e+04,3.431085109710693359e+00
9.902323007583618164e+00,4.691000000000000000e+04,3.795800000000000000e+04,4.675400000000000000e+04,3.755400000000000000e+04,3.457478046417236328e+00
9.912325859069824219e+00,4.691000000000000000e+04,3.795800000000000000e+04,4.675400000000000000e+04,3.755400000000000000e+04,3.457478046417236328e+00
9.924719333648681641e+00,4.592100000000000000e+04,4.158700000000000000e+04,4.766600000000000000e+04,3.605900000000000000e+04,3.483870983123779297e+00
9.932713508605957031e+00,4.592100000000000000e+04,4.158700000000000000e+04,4.766600000000000000e+04,3.605900000000000000e+04,3.483870983123779297e+00
9.943092107772827148e+00,4.592100000000000000e+04,4.158700000000000000e+04,4.766600000000000000e+04,3.605900000000000000e+04,3.483870983123779297e+00
9.953121185302734375e+00,4.985600000000000000e+04,3.836700000000000000e+04,5.090600000000000000e+04,2.702200000000000000e+04,3.489149570465087891e+00
9.963433265686035156e+00,4.985600000000000000e+04,3.836700000000000000e+04,5.090600000000000000e+04,2.702200000000000000e+04,3.489149570465087891e+00
9.973030328750610352e+00,5.047000000000000000e+04,3.606100000000000000e+04,4.979100000000000000e+04,3.091100000000000000e+04,3.510263919830322266e+00
9.982865571975708008e+00,4.667900000000000000e+04,4.179200000000000000e+04,4.908100000000000000e+04,3.351900000000000000e+04,3.531378269195556641e+00
9.992708921432495117e+00,4.667900000000000000e+04,4.179200000000000000e+04,4.908100000000000000e+04,3.351900000000000000e+04,3.531378269195556641e+00
1.000325417518615723e+01,4.667900000000000000e+04,4.179200000000000000e+04,4.908100000000000000e+04,3.351900000000000000e+04,3.531378269195556641e+00
1.001375222206115723e+01,4.573700000000000000e+04,4.287800000000000000e+04,4.701800000000000000e+04,3.742800000000000000e+04,3.552492618560791016e+00
1.002671408653259277e+01,4.573700000000000000e+04,4.287800000000000000e+04,4.701800000000000000e+04,3.742800000000000000e+04,3.552492618560791016e+00
1.003332901000976562e+01,4.573700000000000000e+04,4.287800000000000000e+04,4.701800000000000000e+04,3.742800000000000000e+04,3.552492618560791016e+00
1.005069446563720703e+01,4.728000000000000000e+04,3.944800000000000000e+04,4.568900000000000000e+04,4.095700000000000000e+04,3.557771205902099609e+00
1.005458283424377441e+01,4.728000000000000000e+04,3.944800000000000000e+04,4.568900000000000000e+04,4.095700000000000000e+04,3.557771205902099609e+00
1.006304526329040527e+01,4.780000000000000000e+04,3.710500000000000000e+04,4.572300000000000000e+04,4.309000000000000000e+04,3.573607206344604492e+00
1.007361483573913574e+01,4.553500000000000000e+04,3.637100000000000000e+04,4.727700000000000000e+04,4.401700000000000000e+04,3.573607206344604492e+00
1.008254790306091309e+01,4.553500000000000000e+04,3.637100000000000000e+04,4.727700000000000000e+04,4.401700000000000000e+04,3.573607206344604492e+00
1.009326362609863281e+01,4.503700000000000000e+04,3.813100000000000000e+04,4.727100000000000000e+04,4.304800000000000000e+04,3.589442968368530273e+00
1.010386276245117188e+01,4.504100000000000000e+04,3.831800000000000000e+04,4.751300000000000000e+04,4.212900000000000000e+04,3.600000143051147461e+00
1.011259484291076660e+01,4.504100000000000000e+04,3.831800000000000000e+04,4.751300000000000000e+04,4.212900000000000000e+04,3.600000143051147461e+00
1.012333059310913086e+01,4.562500000000000000e+04,3.678600000000000000e+04,4.713400000000000000e+04,4.212700000000000000e+04,3.605278730392456055e+00
1.013298869132995605e+01,4.562500000000000000e+04,3.678600000000000000e+04,4.713400000000000000e+04,4.212700000000000000e+04,3.605278730392456055e+00
1.014658641815185547e+01,4.536800000000000000e+04,3.588500000000000000e+04,4.716400000000000000e+04,4.156900000000000000e+04,3.615835905075073242e+00
1.015242075920104980e+01,4.536800000000000000e+04,3.588500000000000000e+04,4.716400000000000000e+04,4.156900000000000000e+04,3.615835905075073242e+00
1.016362929344177246e+01,4.536800000000000000e+04,3.588500000000000000e+04,4.716400000000000000e+04,4.156900000000000000e+04,3.615835905075073242e+00
