Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774005114.9556668,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.962229,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.9754708,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.9828508,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005114.9926689,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0023086,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0130377,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0218263,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0314703,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0418637,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0520303,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0617108,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0713649,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.0824006,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.093114,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1017747,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.113069,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1233113,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1319842,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1418653,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1517134,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.162404,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1723726,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.1825798,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.194176,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005115.2024941,1.0,1.0,1.0,1.0,1.0,0.0,1.0
