3.222616,-3.539756,0.384618,3.141593

3.222712,-3.539668,0.384946,3.141593

3.222440,-3.539392,0.384761,3.141593

3.222086,-3.538691,0.384961,3.141593

3.222186,-3.538594,0.385309,3.141593

3.221734,-3.538015,0.385092,3.141593

3.221827,-3.537914,0.385433,3.141593

3.221284,-3.537467,0.384774,3.141593

3.221240,-3.537067,0.385143,3.141593

3.221049,-3.536757,0.385084,3.141593

3.220879,-3.536447,0.385077,3.141593

3.220430,-3.536006,0.384548,3.141593

3.220345,-3.535631,0.384812,3.141593

3.220361,-3.535627,0.384852,3.141593

3.220165,-3.535360,0.384736,3.141593

3.220007,-3.535111,0.384653,3.141593

3.220019,-3.535102,0.384692,3.141593

3.219586,-3.534724,0.384132,3.141593

3.219522,-3.534358,0.384436,3.141593

3.219358,-3.534127,0.384326,3.141593

3.219191,-3.533894,0.384222,3.141593

3.218761,-3.533544,0.383673,3.141593

3.218688,-3.533186,0.383980,3.141593

3.218523,-3.532954,0.383923,3.141593

3.218358,-3.532721,0.383875,3.141593

3.217942,-3.532371,0.383456,3.141593

3.217853,-3.532041,0.383708,3.141593

3.217933,-3.531913,0.384057,3.141593

3.217687,-3.531803,0.383673,3.141593

3.217527,-3.531555,0.383687,3.141593

3.217364,-3.531337,0.383654,3.141593

3.217055,-3.530882,0.383615,3.141593

3.216898,-3.530652,0.383602,3.141593

3.216740,-3.530421,0.383595,3.141593

3.216810,-3.530320,0.383886,3.141593

3.216283,-3.529713,0.383603,3.141593

3.216338,-3.529614,0.383857,3.141593

3.216129,-3.529473,0.383630,3.141593

3.215984,-3.529216,0.383679,3.141593

3.215641,-3.528847,0.383471,3.141593

3.215547,-3.528489,0.383784,3.141593

3.215434,-3.528258,0.383843,3.141593

3.215325,-3.528021,0.383930,3.141593

3.215379,-3.527912,0.384197,3.141593

3.215027,-3.527339,0.384215,3.141593

3.215080,-3.527221,0.384491,3.141593

3.214950,-3.527125,0.384329,3.141593

3.214869,-3.526913,0.384436,3.141593

3.214694,-3.526649,0.384386,3.141593

3.214676,-3.526337,0.384747,3.141593

3.214614,-3.526155,0.384838,3.141593

