Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774014109.003958,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.014404,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.023264,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.032212,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.0417006,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.0514934,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.061374,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.0716574,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.0828083,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.0921826,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1025496,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1118877,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1231608,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1319728,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1418345,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1514792,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1616063,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1714818,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1812518,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1916475,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2016363,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2116935,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2214923,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2318146,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.241618,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2511725,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2625918,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2733285,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.282364,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.292185,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3013995,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3116565,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3221343,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3341212,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3438241,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.351459,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.362023,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3732936,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.382986,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3917506,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4021592,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4117746,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4216728,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4324603,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4433992,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4518726,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4623952,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4723206,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4850938,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4919038,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5021782,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.511511,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.522458,1.0,1.0,1.0,1.0,1.0,0.0,1.0
