Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774014109.1257825,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1367073,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1444163,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.154839,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.164805,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1745496,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1843653,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.1950395,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2046032,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2146726,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2249548,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2352295,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2446067,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.254334,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2674367,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.275763,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2855182,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2952175,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3046675,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.315299,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3251765,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3348405,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3443766,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3550684,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3656547,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3752105,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3857567,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.396199,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.405834,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4172764,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.426345,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4350557,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4449112,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.455492,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4653344,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4743772,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4844053,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4944448,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5050974,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5164635,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5249956,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.535123,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5453494,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.555497,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5654917,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5744057,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5858548,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5942378,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6058466,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.615286,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6246233,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6349537,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.645958,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6548154,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6653929,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6759233,1.0,1.0,1.0,1.0,1.0,0.0,1.0
