Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774014109.1957104,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2033641,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2139828,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2238882,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2337615,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2445457,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2537155,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2666783,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.2736626,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.284339,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.293865,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3038309,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3149889,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3284388,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3339853,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.343696,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.353953,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.365652,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3740797,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3840709,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.3941429,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.404547,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4132588,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4242187,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4342287,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4438467,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4533412,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4680374,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.474084,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4876785,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.4942331,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5043004,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5134652,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.525926,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.534524,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5444088,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5544589,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5655336,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5740182,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5874667,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.5940893,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.6059594,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774014109.613742,1.0,1.0,1.0,1.0,1.0,0.0,1.0
