Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774036424.4903274,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.5018892,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.5129316,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.521701,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.530498,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.5416167,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.550634,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.559754,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.5685182,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.581869,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.592478,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6002176,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6092925,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6220775,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.628976,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6395674,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6486046,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6591055,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.668962,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6823351,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.6898909,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7027981,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7130146,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7239873,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7327027,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7548864,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.760994,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7743537,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774036424.7825086,1.0,1.0,1.0,1.0,1.0,0.0,1.0
