t,x,y,z,yaw
1.286083507537841797e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.287142729759216309e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.288345432281494141e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.289060521125793457e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.290039396286010742e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.291089200973510742e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.292244505882263184e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.292889714241027832e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.293711519241333008e+01,-4.167759045958518982e-02,-4.055831909179687500e+00,1.333363205194473267e-01,-1.577146884085542811e-03
1.295106267929077148e+01,-4.079734161496162415e-02,-4.054336547851562500e+00,1.345086693763732910e-01,-1.618470743802868364e-03
1.296131396293640137e+01,-4.079734161496162415e-02,-4.054336547851562500e+00,1.345086693763732910e-01,-1.618470743802868364e-03
1.296868205070495605e+01,-4.088087007403373718e-02,-4.054360866546630859e+00,1.344550997018814087e-01,-1.618050203619015312e-03
1.297841191291809082e+01,-4.088087007403373718e-02,-4.054360866546630859e+00,1.344550997018814087e-01,-1.618050203619015312e-03
1.299171972274780273e+01,-4.088087007403373718e-02,-4.054360866546630859e+00,1.344550997018814087e-01,-1.618050203619015312e-03
1.299779295921325684e+01,-4.088087007403373718e-02,-4.054360866546630859e+00,1.344550997018814087e-01,-1.618050203619015312e-03
1.301000714302062988e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.301761651039123535e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.302802157402038574e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.303754830360412598e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.305239033699035645e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.305901789665222168e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.306963324546813965e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.308868384361267090e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.309321975708007812e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.309837627410888672e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.312789702415466309e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.313571262359619141e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
1.314418935775756836e+01,-4.040833935141563416e-02,-4.053677558898925781e+00,1.343559622764587402e-01,-1.367693945688664217e-03
