t,x,y,z,yaw
1.271459841728210449e+01,2.173218011856079102e+00,-9.816554784774780273e-01,1.068337410688400269e-01,6.593608190818698450e-03
1.272862291336059570e+01,2.173218011856079102e+00,-9.816554784774780273e-01,1.068337410688400269e-01,6.593608190818698450e-03
1.273773908615112305e+01,2.173218011856079102e+00,-9.816554784774780273e-01,1.068337410688400269e-01,6.593608190818698450e-03
1.274471950531005859e+01,2.173218011856079102e+00,-9.816554784774780273e-01,1.068337410688400269e-01,6.593608190818698450e-03
1.275468897819519043e+01,2.173218011856079102e+00,-9.816554784774780273e-01,1.068337410688400269e-01,6.593608190818698450e-03
1.276700282096862793e+01,2.173218011856079102e+00,-9.816554784774780273e-01,1.068337410688400269e-01,6.593608190818698450e-03
1.277665042877197266e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.278411483764648438e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.279321813583374023e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.280204224586486816e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.281378769874572754e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.282452940940856934e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.283308863639831543e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.284481358528137207e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.285741710662841797e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.286640858650207520e+01,2.172677040100097656e+00,-9.819692373275756836e-01,1.069304570555686951e-01,6.604557319909746746e-03
1.287481093406677246e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.288692784309387207e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.289307260513305664e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.290275216102600098e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.291677165031433105e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.292368435859680176e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.293240070343017578e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.294390535354614258e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.295352816581726074e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.296321702003479004e+01,2.173076868057250977e+00,-9.816561341285705566e-01,1.068166866898536682e-01,6.746073122928435660e-03
1.297260785102844238e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.298372983932495117e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.299366092681884766e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.300321269035339355e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.301378321647644043e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.302325415611267090e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.303404808044433594e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.305141448974609375e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.305317401885986328e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.306393289566040039e+01,2.172207355499267578e+00,-9.815386533737182617e-01,1.068776324391365051e-01,7.306115614374730956e-03
1.308152818679809570e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.308935284614562988e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.309470129013061523e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.311123752593994141e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.311769151687622070e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.312889957427978516e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.313659119606018066e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.314590072631835938e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.315444755554199219e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.316829323768615723e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.317547345161437988e+01,2.172147035598754883e+00,-9.820985794067382812e-01,1.071483567357063293e-01,9.857363081278545588e-03
1.318419456481933594e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.319572448730468750e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.320498561859130859e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.321613502502441406e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.322683811187744141e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.323612928390502930e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.324911785125732422e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.325366544723510742e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.326541924476623535e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.327518153190612793e+01,2.171394586563110352e+00,-9.832309484481811523e-01,1.083859503269195557e-01,1.631050304846047225e-02
1.328371167182922363e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.329706764221191406e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.330344367027282715e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.331336474418640137e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.332304143905639648e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.333539223670959473e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.334312057495117188e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.335599422454833984e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.337178182601928711e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.337654590606689453e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.338479828834533691e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.339978647232055664e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.341047692298889160e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.341820502281188965e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.342399239540100098e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.343497133255004883e+01,2.169603109359741211e+00,-9.826179146766662598e-01,1.144309639930725098e-01,2.623556763777857431e-02
1.344676184654235840e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.345288205146789551e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.346833467483520508e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.348537826538085938e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.348667860031127930e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.349678874015808105e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.350445556640625000e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.351679778099060059e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.352781820297241211e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.353968739509582520e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.354573249816894531e+01,2.173111200332641602e+00,-9.959887266159057617e-01,1.222850605845451355e-01,2.434063073424092005e-02
1.355751180648803711e+01,2.173444032669067383e+00,-1.001127243041992188e+00,1.268817335367202759e-01,2.819514237380488925e-02
1.357097530364990234e+01,2.173444032669067383e+00,-1.001127243041992188e+00,1.268817335367202759e-01,2.819514237380488925e-02
1.357714319229125977e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.358949398994445801e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.359580302238464355e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.360485219955444336e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.361513209342956543e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.363445115089416504e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.363846421241760254e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.364570403099060059e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.365696477890014648e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.366696524620056152e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.367769908905029297e+01,2.173909664154052734e+00,-1.018806338310241699e+00,1.422843784093856812e-01,2.859454579710033612e-02
1.368869090080261230e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.369973468780517578e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.371855187416076660e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.372369980812072754e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.373243379592895508e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.373454523086547852e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.375030970573425293e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.375756978988647461e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.376717710494995117e+01,2.174112081527709961e+00,-1.033725857734680176e+00,1.470173150300979614e-01,3.132547601454367669e-02
1.378107571601867676e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.378983449935913086e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.380219030380249023e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.380456709861755371e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.382765674591064453e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.386883139610290527e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.388113570213317871e+01,2.174589633941650391e+00,-1.047106504440307617e+00,1.522992253303527832e-01,2.341484936030212988e-02
1.389432716369628906e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
1.390279054641723633e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
1.392631459236145020e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
1.393433928489685059e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
1.396073985099792480e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
1.397126960754394531e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
1.397419905662536621e+01,2.174814939498901367e+00,-1.057906389236450195e+00,1.524893194437026978e-01,2.132329210572176531e-02
