Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774003104.5842216,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.5930462,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6034076,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6118798,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6215339,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6315742,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.641796,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.651852,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.663116,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6735396,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6827478,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.694074,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7028868,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7151673,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7236621,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.732608,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.74558,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7526546,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7638822,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7724206,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7824874,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7910466,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8031244,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8129992,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8221724,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8318968,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8417752,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.852239,1.0,1.0,1.0,1.0,1.0,0.0,1.0
