time,cf_0_x,cf_0_y,cf_0_z,cf_1_x,cf_1_y,cf_1_z,cf_2_x,cf_2_y,cf_2_z
1774003104.5877285,,,,-0.03162188455462456,-4.06824254989624,0.13426931202411652,,,
1774003104.593657,,,,-0.031747203320264816,-4.068181991577148,0.13375550508499146,,,
1774003104.6035976,,,,-0.031381215900182724,-4.068222999572754,0.13420146703720093,,,
1774003104.6122894,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,,,
1774003104.6217709,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,,,
1774003104.6318328,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,,,
1774003104.6421573,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,,,
1774003104.652829,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,,,
1774003104.6596777,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,2.138437271118164,-1.0265415906906128,0.07083795219659805
1774003104.6637576,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,2.138437271118164,-1.0265415906906128,0.07083795219659805
1774003104.6712096,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,2.1426467895507812,-1.0229718685150146,0.07174676656723022
1774003104.674856,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,2.1426467895507812,-1.0229718685150146,0.07174676656723022
1774003104.6834161,,,,-0.031798411160707474,-4.068159580230713,0.13398094475269318,2.143139123916626,-1.0240544080734253,0.07094205170869827
1774003104.6850445,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143139123916626,-1.0240544080734253,0.07094205170869827
1774003104.6961756,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143139123916626,-1.0240544080734253,0.07094205170869827
1774003104.6975532,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143347978591919,-1.0246468782424927,0.07138492912054062
1774003104.7032993,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143347978591919,-1.0246468782424927,0.07138492912054062
1774003104.7048223,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143347978591919,-1.0246468782424927,0.07138492912054062
1774003104.7115433,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143347978591919,-1.0246468782424927,0.07138492912054062
1774003104.7166038,,,,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143347978591919,-1.0246468782424927,0.07138492912054062
1774003104.722331,-2.070941209793091,-1.1671669483184814,0.0799633041024208,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143347978591919,-1.0246468782424927,0.07138492912054062
1774003104.724235,-2.070941209793091,-1.1671669483184814,0.0799633041024208,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.725103,-2.070941209793091,-1.1671669483184814,0.0799633041024208,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.732764,-2.070941209793091,-1.1671669483184814,0.0799633041024208,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7344155,-2.070941209793091,-1.1671669483184814,0.0799633041024208,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7360985,-2.070937395095825,-1.167392373085022,0.08020201325416565,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7433398,-2.071202278137207,-1.1673673391342163,0.0802823156118393,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7439382,-2.071202278137207,-1.1673673391342163,0.0802823156118393,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7466085,-2.071202278137207,-1.1673673391342163,0.0802823156118393,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.750885,-2.071202278137207,-1.1673673391342163,0.0802823156118393,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7524884,-2.0706818103790283,-1.1671638488769531,0.07992947846651077,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7534196,-2.0706818103790283,-1.1671638488769531,0.07992947846651077,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7594264,-2.0706818103790283,-1.1671638488769531,0.07992947846651077,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7600358,-2.0708024501800537,-1.167150616645813,0.07972220331430435,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7642298,-2.0708024501800537,-1.167150616645813,0.07972220331430435,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7702355,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7712016,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.03187606856226921,-4.067909240722656,0.13382218778133392,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7727118,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.779339,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7802389,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7831013,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7878315,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7895708,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7913604,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.7979543,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.143108367919922,-1.0244706869125366,0.07098792493343353
1774003104.8012297,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8037336,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8086436,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8127475,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8141088,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8192658,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.821827,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.822994,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8295414,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8327425,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8331406,-2.0709993839263916,-1.167145013809204,0.08005549013614655,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8387854,-2.070613145828247,-1.1673285961151123,0.07927768677473068,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8400586,-2.070613145828247,-1.1673285961151123,0.07927768677473068,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.8421674,-2.070613145828247,-1.1673285961151123,0.07927768677473068,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
1774003104.848804,-2.070613145828247,-1.1673285961151123,0.07927768677473068,-0.031236842274665833,-4.068020820617676,0.1338740885257721,2.1458752155303955,-1.0309786796569824,0.06933829933404922
