Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774003104.6593866,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.670437,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6821687,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.6959314,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.702403,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7103438,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7204726,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7308888,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.741244,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7499783,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.759135,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7704008,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7798333,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7892663,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.7998877,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8104527,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8211496,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8321786,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8396015,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8502126,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.859449,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.871391,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8819993,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.8902268,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.900172,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9097543,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9200664,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9312034,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9392886,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9502265,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9607954,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9714942,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9812357,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003104.9894345,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.00003,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.009877,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.0203733,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.0308187,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.039719,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.0498214,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.060462,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.0700037,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.080864,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.0894651,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1017249,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1106799,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1197698,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1314094,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1400046,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1494844,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.160113,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1708894,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.180538,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.1902502,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2006555,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2104104,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2195559,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2320313,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2399764,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2509034,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.259668,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774003105.2692297,1.0,1.0,1.0,1.0,1.0,0.0,1.0
