Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774007491.1632218,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.1737812,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.1806564,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.1942244,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.202422,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.209627,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2228897,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2308915,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2387047,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2482908,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2581818,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2686553,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.281853,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2891688,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2994823,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3105261,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3191042,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3295448,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3392031,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3490734,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.360269,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3694963,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3801427,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3883936,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3989487,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4091942,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.418408,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4292185,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4390733,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4504476,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.458474,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4691892,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4791856,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4886084,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5014489,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5108128,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5196831,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5291202,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.53902,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5489254,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5598783,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.569435,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5808103,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5890994,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5992079,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6092472,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6188395,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6296682,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6389127,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6497734,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6587038,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6685185,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6806703,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6887853,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6993244,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7097812,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7201207,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7300828,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.739947,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7490861,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7597926,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7696757,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.780773,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7890232,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7989895,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.808347,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.819211,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.829302,1.0,1.0,1.0,1.0,1.0,0.0,1.0
