Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774007491.180219,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.1885805,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.1988688,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.214341,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2213826,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.227093,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2394035,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.248728,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2563627,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.2664118,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.276338,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.28728,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.299833,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.306591,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3173802,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3271682,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3390305,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3477056,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3567884,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3669546,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.376819,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3869147,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.3964467,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4070923,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4200408,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4268456,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4377832,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.447084,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4567025,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4666247,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4800253,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4866588,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.4967823,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.507456,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5168047,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5268455,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5373747,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5469668,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5571966,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.567768,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.577223,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.5866766,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.59903,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.606661,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.618114,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.627058,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.637022,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.647291,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6564374,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6665115,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6769066,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6871622,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.6978455,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.706685,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7169666,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7277138,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7373407,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7471712,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7567666,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7671814,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.777755,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.788799,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.7971835,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8069022,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.818986,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8279457,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8371422,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8469596,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.85735,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8671768,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.876627,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8872411,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.8971007,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774007491.9068217,1.0,1.0,1.0,1.0,1.0,0.0,1.0
