t,m1,m2,m3,m4,vbat
5.645796537399291992e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.075073242187500000e+00
5.658408641815185547e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.080351829528808594e+00
5.672891378402709961e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.080351829528808594e+00
5.677987337112426758e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.080351829528808594e+00
5.688856840133666992e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.080351829528808594e+00
5.699351072311401367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.075073242187500000e+00
5.708386898040771484e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.075073242187500000e+00
5.715338945388793945e+00,3.774500000000000000e+04,3.858300000000000000e+04,3.895500000000000000e+04,3.820500000000000000e+04,4.080351829528808594e+00
5.725299358367919922e+00,3.774500000000000000e+04,3.858300000000000000e+04,3.895500000000000000e+04,3.820500000000000000e+04,4.080351829528808594e+00
5.735280752182006836e+00,3.806500000000000000e+04,3.946000000000000000e+04,3.976900000000000000e+04,3.832500000000000000e+04,3.441642284393310547e+00
5.746875047683715820e+00,4.058300000000000000e+04,4.146700000000000000e+04,3.930300000000000000e+04,3.847700000000000000e+04,3.462756633758544922e+00
5.756066799163818359e+00,4.058300000000000000e+04,4.146700000000000000e+04,3.930300000000000000e+04,3.847700000000000000e+04,3.462756633758544922e+00
5.766636848449707031e+00,4.058300000000000000e+04,4.146700000000000000e+04,3.930300000000000000e+04,3.847700000000000000e+04,3.462756633758544922e+00
5.779279470443725586e+00,4.120800000000000000e+04,4.138800000000000000e+04,4.057300000000000000e+04,4.013000000000000000e+04,3.531378269195556641e+00
5.786524295806884766e+00,4.120800000000000000e+04,4.138800000000000000e+04,4.057300000000000000e+04,4.013000000000000000e+04,3.531378269195556641e+00
5.797209024429321289e+00,4.069500000000000000e+04,4.144200000000000000e+04,4.212600000000000000e+04,4.126500000000000000e+04,3.594721555709838867e+00
5.807176351547241211e+00,4.069500000000000000e+04,4.144200000000000000e+04,4.212600000000000000e+04,4.126500000000000000e+04,3.594721555709838867e+00
5.814694881439208984e+00,4.133900000000000000e+04,4.089800000000000000e+04,4.239200000000000000e+04,4.245300000000000000e+04,3.621114492416381836e+00
5.825201511383056641e+00,4.133900000000000000e+04,4.089800000000000000e+04,4.239200000000000000e+04,4.245300000000000000e+04,3.621114492416381836e+00
5.835735797882080078e+00,4.063100000000000000e+04,4.162200000000000000e+04,4.349400000000000000e+04,4.217800000000000000e+04,3.663343191146850586e+00
5.845538854598999023e+00,4.063100000000000000e+04,4.162200000000000000e+04,4.349400000000000000e+04,4.217800000000000000e+04,3.663343191146850586e+00
5.860098123550415039e+00,4.276900000000000000e+04,4.291600000000000000e+04,4.220400000000000000e+04,4.055200000000000000e+04,3.695014715194702148e+00
5.864947795867919922e+00,4.276900000000000000e+04,4.291600000000000000e+04,4.220400000000000000e+04,4.055200000000000000e+04,3.695014715194702148e+00
5.875660181045532227e+00,4.167300000000000000e+04,4.347000000000000000e+04,4.350200000000000000e+04,3.977900000000000000e+04,3.705571889877319336e+00
5.888693809509277344e+00,4.252400000000000000e+04,4.126600000000000000e+04,4.338000000000000000e+04,4.167300000000000000e+04,3.721407651901245117e+00
5.896764278411865234e+00,4.252400000000000000e+04,4.126600000000000000e+04,4.338000000000000000e+04,4.167300000000000000e+04,3.721407651901245117e+00
5.906662940979003906e+00,4.016200000000000000e+04,4.405200000000000000e+04,4.567200000000000000e+04,3.807600000000000000e+04,3.731964826583862305e+00
5.916109800338745117e+00,4.016200000000000000e+04,4.405200000000000000e+04,4.567200000000000000e+04,3.807600000000000000e+04,3.731964826583862305e+00
5.926356077194213867e+00,4.016200000000000000e+04,4.405200000000000000e+04,4.567200000000000000e+04,3.807600000000000000e+04,3.731964826583862305e+00
5.936046600341796875e+00,4.354900000000000000e+04,3.868500000000000000e+04,4.241900000000000000e+04,4.363300000000000000e+04,3.737243413925170898e+00
5.947322607040405273e+00,4.354900000000000000e+04,3.868500000000000000e+04,4.241900000000000000e+04,4.363300000000000000e+04,3.737243413925170898e+00
5.959467172622680664e+00,4.256300000000000000e+04,4.149600000000000000e+04,4.375400000000000000e+04,4.007700000000000000e+04,3.737243413925170898e+00
5.966992139816284180e+00,4.323900000000000000e+04,4.132800000000000000e+04,4.320500000000000000e+04,3.925100000000000000e+04,3.747800588607788086e+00
5.976675987243652344e+00,4.323900000000000000e+04,4.132800000000000000e+04,4.320500000000000000e+04,3.925100000000000000e+04,3.747800588607788086e+00
5.988593578338623047e+00,4.323900000000000000e+04,4.132800000000000000e+04,4.320500000000000000e+04,3.925100000000000000e+04,3.747800588607788086e+00
5.996859312057495117e+00,4.444300000000000000e+04,3.968400000000000000e+04,4.221600000000000000e+04,3.983000000000000000e+04,3.753079175949096680e+00
6.007122278213500977e+00,4.444300000000000000e+04,3.968400000000000000e+04,4.221600000000000000e+04,3.983000000000000000e+04,3.753079175949096680e+00
6.016971588134765625e+00,4.302600000000000000e+04,4.089100000000000000e+04,4.360700000000000000e+04,3.730400000000000000e+04,3.747800588607788086e+00
6.026736736297607422e+00,4.302600000000000000e+04,4.089100000000000000e+04,4.360700000000000000e+04,3.730400000000000000e+04,3.747800588607788086e+00
6.036802291870117188e+00,4.324000000000000000e+04,3.975200000000000000e+04,4.306000000000000000e+04,3.803900000000000000e+04,3.753079175949096680e+00
6.046300172805786133e+00,4.324000000000000000e+04,3.975200000000000000e+04,4.306000000000000000e+04,3.803900000000000000e+04,3.753079175949096680e+00
6.055386781692504883e+00,4.298700000000000000e+04,4.029900000000000000e+04,4.347700000000000000e+04,3.639500000000000000e+04,3.758357763290405273e+00
6.065841674804687500e+00,4.298700000000000000e+04,4.029900000000000000e+04,4.347700000000000000e+04,3.639500000000000000e+04,3.758357763290405273e+00
6.078757524490356445e+00,4.370700000000000000e+04,4.216800000000000000e+04,4.310700000000000000e+04,3.244200000000000000e+04,3.747800588607788086e+00
6.087979555130004883e+00,4.370700000000000000e+04,4.216800000000000000e+04,4.310700000000000000e+04,3.244200000000000000e+04,3.747800588607788086e+00
6.097377061843872070e+00,4.403300000000000000e+04,4.094000000000000000e+04,4.286200000000000000e+04,3.296400000000000000e+04,3.763636350631713867e+00
6.104866743087768555e+00,4.403300000000000000e+04,4.094000000000000000e+04,4.286200000000000000e+04,3.296400000000000000e+04,3.763636350631713867e+00
6.116247892379760742e+00,4.136900000000000000e+04,3.858300000000000000e+04,4.522900000000000000e+04,3.517900000000000000e+04,3.763636350631713867e+00
6.126041412353515625e+00,4.136900000000000000e+04,3.858300000000000000e+04,4.522900000000000000e+04,3.517900000000000000e+04,3.763636350631713867e+00
6.136130571365356445e+00,4.098800000000000000e+04,3.696500000000000000e+04,4.544500000000000000e+04,3.605700000000000000e+04,3.747800588607788086e+00
6.145737409591674805e+00,4.098800000000000000e+04,3.696500000000000000e+04,4.544500000000000000e+04,3.605700000000000000e+04,3.747800588607788086e+00
6.155663967132568359e+00,4.123700000000000000e+04,3.498500000000000000e+04,4.528600000000000000e+04,3.733700000000000000e+04,3.742522001266479492e+00
6.165436267852783203e+00,4.123700000000000000e+04,3.498500000000000000e+04,4.528600000000000000e+04,3.733700000000000000e+04,3.742522001266479492e+00
6.177118539810180664e+00,4.422400000000000000e+04,3.659700000000000000e+04,4.260400000000000000e+04,3.536000000000000000e+04,3.742522001266479492e+00
6.184442281723022461e+00,4.422400000000000000e+04,3.659700000000000000e+04,4.260400000000000000e+04,3.536000000000000000e+04,3.742522001266479492e+00
6.194940090179443359e+00,4.431900000000000000e+04,3.612900000000000000e+04,4.282500000000000000e+04,3.544300000000000000e+04,3.737243413925170898e+00
6.206481218338012695e+00,4.431900000000000000e+04,3.612900000000000000e+04,4.282500000000000000e+04,3.544300000000000000e+04,3.737243413925170898e+00
6.214158535003662109e+00,4.439800000000000000e+04,3.864400000000000000e+04,4.304900000000000000e+04,3.205200000000000000e+04,3.726686239242553711e+00
6.225589752197265625e+00,4.439800000000000000e+04,3.864400000000000000e+04,4.304900000000000000e+04,3.205200000000000000e+04,3.726686239242553711e+00
6.234519958496093750e+00,4.465900000000000000e+04,3.926400000000000000e+04,4.309200000000000000e+04,3.073900000000000000e+04,3.737243413925170898e+00
6.244661808013916016e+00,4.465900000000000000e+04,3.926400000000000000e+04,4.309200000000000000e+04,3.073900000000000000e+04,3.737243413925170898e+00
6.256631135940551758e+00,4.517600000000000000e+04,3.827100000000000000e+04,4.266800000000000000e+04,3.139900000000000000e+04,3.726686239242553711e+00
6.270283460617065430e+00,4.517600000000000000e+04,3.827100000000000000e+04,4.266800000000000000e+04,3.139900000000000000e+04,3.726686239242553711e+00
6.277010202407836914e+00,4.447300000000000000e+04,3.684900000000000000e+04,4.375900000000000000e+04,3.309200000000000000e+04,3.731964826583862305e+00
6.288362979888916016e+00,4.328900000000000000e+04,3.517900000000000000e+04,4.484900000000000000e+04,3.522000000000000000e+04,3.726686239242553711e+00
6.296509504318237305e+00,4.328900000000000000e+04,3.517900000000000000e+04,4.484900000000000000e+04,3.522000000000000000e+04,3.726686239242553711e+00
6.307249307632446289e+00,4.328900000000000000e+04,3.517900000000000000e+04,4.484900000000000000e+04,3.522000000000000000e+04,3.726686239242553711e+00
6.315470457077026367e+00,4.212400000000000000e+04,3.402500000000000000e+04,4.576000000000000000e+04,3.678200000000000000e+04,3.721407651901245117e+00
6.325338363647460938e+00,4.212400000000000000e+04,3.402500000000000000e+04,4.576000000000000000e+04,3.678200000000000000e+04,3.721407651901245117e+00
6.338002681732177734e+00,4.244600000000000000e+04,3.494500000000000000e+04,4.566800000000000000e+04,3.671000000000000000e+04,3.721407651901245117e+00
6.344776391983032227e+00,4.244600000000000000e+04,3.494500000000000000e+04,4.566800000000000000e+04,3.671000000000000000e+04,3.721407651901245117e+00
6.356071472167968750e+00,4.306800000000000000e+04,3.457700000000000000e+04,4.511100000000000000e+04,3.755400000000000000e+04,3.716129064559936523e+00
6.364484548568725586e+00,4.306800000000000000e+04,3.457700000000000000e+04,4.511100000000000000e+04,3.755400000000000000e+04,3.716129064559936523e+00
6.374910354614257812e+00,4.361700000000000000e+04,3.590300000000000000e+04,4.485700000000000000e+04,3.669400000000000000e+04,3.716129064559936523e+00
6.389781236648559570e+00,4.466200000000000000e+04,3.788200000000000000e+04,4.410000000000000000e+04,3.474600000000000000e+04,3.705571889877319336e+00
6.396711349487304688e+00,4.466200000000000000e+04,3.788200000000000000e+04,4.410000000000000000e+04,3.474600000000000000e+04,3.705571889877319336e+00
6.407118320465087891e+00,4.466200000000000000e+04,3.788200000000000000e+04,4.410000000000000000e+04,3.474600000000000000e+04,3.705571889877319336e+00
6.415427923202514648e+00,4.534000000000000000e+04,3.893200000000000000e+04,4.339900000000000000e+04,3.356800000000000000e+04,3.705571889877319336e+00
6.425735712051391602e+00,4.534000000000000000e+04,3.893200000000000000e+04,4.339900000000000000e+04,3.356800000000000000e+04,3.705571889877319336e+00
6.437083005905151367e+00,4.571700000000000000e+04,3.931100000000000000e+04,4.269900000000000000e+04,3.380000000000000000e+04,3.710850477218627930e+00
6.444826364517211914e+00,4.571700000000000000e+04,3.931100000000000000e+04,4.269900000000000000e+04,3.380000000000000000e+04,3.710850477218627930e+00
6.458265066146850586e+00,4.520200000000000000e+04,3.881600000000000000e+04,4.335600000000000000e+04,3.437100000000000000e+04,3.710850477218627930e+00
6.464727163314819336e+00,4.520200000000000000e+04,3.881600000000000000e+04,4.335600000000000000e+04,3.437100000000000000e+04,3.710850477218627930e+00
6.475091457366943359e+00,4.390800000000000000e+04,3.835900000000000000e+04,4.503300000000000000e+04,3.490600000000000000e+04,3.716129064559936523e+00
6.488785266876220703e+00,4.393800000000000000e+04,3.947100000000000000e+04,4.519800000000000000e+04,3.350900000000000000e+04,3.705571889877319336e+00
6.496925354003906250e+00,4.393800000000000000e+04,3.947100000000000000e+04,4.519800000000000000e+04,3.350900000000000000e+04,3.705571889877319336e+00
6.507427215576171875e+00,4.384800000000000000e+04,3.707200000000000000e+04,4.552200000000000000e+04,3.633100000000000000e+04,3.721407651901245117e+00
6.514752626419067383e+00,4.384800000000000000e+04,3.707200000000000000e+04,4.552200000000000000e+04,3.633100000000000000e+04,3.721407651901245117e+00
6.525872230529785156e+00,4.384800000000000000e+04,3.707200000000000000e+04,4.552200000000000000e+04,3.633100000000000000e+04,3.721407651901245117e+00
6.534876585006713867e+00,4.491000000000000000e+04,3.636700000000000000e+04,4.468200000000000000e+04,3.723900000000000000e+04,3.705571889877319336e+00
6.546273469924926758e+00,4.491000000000000000e+04,3.636700000000000000e+04,4.468200000000000000e+04,3.723900000000000000e+04,3.705571889877319336e+00
6.559455633163452148e+00,4.495900000000000000e+04,3.582600000000000000e+04,4.500800000000000000e+04,3.800300000000000000e+04,3.716129064559936523e+00
6.565003156661987305e+00,4.450300000000000000e+04,3.683600000000000000e+04,4.574000000000000000e+04,3.732900000000000000e+04,3.705571889877319336e+00
6.576915740966796875e+00,4.450300000000000000e+04,3.683600000000000000e+04,4.574000000000000000e+04,3.732900000000000000e+04,3.705571889877319336e+00
6.585572481155395508e+00,4.447000000000000000e+04,3.662700000000000000e+04,4.599900000000000000e+04,3.785300000000000000e+04,3.710850477218627930e+00
6.597316026687622070e+00,4.447000000000000000e+04,3.662700000000000000e+04,4.599900000000000000e+04,3.785300000000000000e+04,3.710850477218627930e+00
6.605567932128906250e+00,4.447000000000000000e+04,3.662700000000000000e+04,4.599900000000000000e+04,3.785300000000000000e+04,3.710850477218627930e+00
6.615262746810913086e+00,4.502500000000000000e+04,3.826300000000000000e+04,4.568500000000000000e+04,3.612900000000000000e+04,3.705571889877319336e+00
6.626305341720581055e+00,4.502500000000000000e+04,3.826300000000000000e+04,4.568500000000000000e+04,3.612900000000000000e+04,3.705571889877319336e+00
6.635248899459838867e+00,4.588200000000000000e+04,3.815800000000000000e+04,4.486000000000000000e+04,3.646200000000000000e+04,3.710850477218627930e+00
6.646021127700805664e+00,4.588200000000000000e+04,3.815800000000000000e+04,4.486000000000000000e+04,3.646200000000000000e+04,3.710850477218627930e+00
6.657265186309814453e+00,4.551000000000000000e+04,3.908000000000000000e+04,4.542000000000000000e+04,3.519900000000000000e+04,3.705571889877319336e+00
6.665169000625610352e+00,4.551000000000000000e+04,3.908000000000000000e+04,4.542000000000000000e+04,3.519900000000000000e+04,3.705571889877319336e+00
