Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774037523.4409153,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.4513068,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.461147,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.4721708,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.4819047,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.4894044,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5001488,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.509943,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.520027,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5303493,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5392692,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5518677,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.560788,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5696208,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5818515,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.5901427,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.601295,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.6103733,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.621665,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.6306453,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.6428428,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.6501071,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.661137,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.671318,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.681186,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.6911347,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7000294,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7093651,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.721899,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7311046,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.742729,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7509816,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7604387,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7704294,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.780714,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.7901654,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8001952,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8096268,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8220677,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8302538,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8409758,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8507671,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.86053,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.87011,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.8808727,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.889521,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.900234,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9109406,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9204054,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9304693,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9408386,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9511871,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9609878,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9700077,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9806583,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037523.9907477,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037524.0004582,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037524.0104911,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037524.0197775,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774037524.030346,1.0,1.0,1.0,1.0,1.0,0.0,1.0
