t,m1,m2,m3,m4,vbat
7.354093313217163086e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
7.360516309738159180e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
7.369864225387573242e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.138416290283203125e+00
7.380914688110351562e+00,3.809100000000000000e+04,3.801600000000000000e+04,3.759700000000000000e+04,3.768100000000000000e+04,4.138416290283203125e+00
7.389333963394165039e+00,3.809100000000000000e+04,3.801600000000000000e+04,3.759700000000000000e+04,3.768100000000000000e+04,4.138416290283203125e+00
7.400240898132324219e+00,3.827100000000000000e+04,3.827200000000000000e+04,3.788500000000000000e+04,3.780600000000000000e+04,3.774193525314331055e+00
7.409255743026733398e+00,3.827100000000000000e+04,3.827200000000000000e+04,3.788500000000000000e+04,3.780600000000000000e+04,3.774193525314331055e+00
7.418619632720947266e+00,3.852400000000000000e+04,3.878000000000000000e+04,3.912500000000000000e+04,3.838000000000000000e+04,3.747800588607788086e+00
7.430155515670776367e+00,3.852400000000000000e+04,3.878000000000000000e+04,3.912500000000000000e+04,3.838000000000000000e+04,3.747800588607788086e+00
7.442093133926391602e+00,3.968800000000000000e+04,3.962900000000000000e+04,3.890900000000000000e+04,3.874000000000000000e+04,3.774193525314331055e+00
7.450036048889160156e+00,3.968800000000000000e+04,3.962900000000000000e+04,3.890900000000000000e+04,3.874000000000000000e+04,3.774193525314331055e+00
7.459697961807250977e+00,3.933700000000000000e+04,3.999700000000000000e+04,3.965000000000000000e+04,3.920500000000000000e+04,3.821701049804687500e+00
7.469657421112060547e+00,3.933700000000000000e+04,3.999700000000000000e+04,3.965000000000000000e+04,3.920500000000000000e+04,3.821701049804687500e+00
7.480418682098388672e+00,3.933700000000000000e+04,3.999700000000000000e+04,3.965000000000000000e+04,3.920500000000000000e+04,3.821701049804687500e+00
7.490125417709350586e+00,3.950500000000000000e+04,4.029400000000000000e+04,3.957000000000000000e+04,3.973300000000000000e+04,3.853372573852539062e+00
7.499664783477783203e+00,3.950500000000000000e+04,4.029400000000000000e+04,3.957000000000000000e+04,3.973300000000000000e+04,3.853372573852539062e+00
