t,x,y,z,yaw
7.322117328643798828e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.332504510879516602e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.342391014099121094e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.353123426437377930e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.364214897155761719e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.370558500289916992e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.382359504699707031e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.391011476516723633e+00,-4.118672385811805725e-02,-4.042467117309570312e+00,1.334491223096847534e-01,4.407855071523109395e-04
7.401147127151489258e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.411956071853637695e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.420380353927612305e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.433299303054809570e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.443928241729736328e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.451998710632324219e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.463005304336547852e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.471142053604125977e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.482372999191284180e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.493583440780639648e+00,-4.165319353342056274e-02,-4.042530059814453125e+00,1.332630962133407593e-01,5.493038275029200369e-04
7.502548217773437500e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.514252901077270508e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.523708105087280273e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.532526493072509766e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.544428348541259766e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.552639961242675781e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.562468767166137695e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.571937322616577148e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.581396341323852539e+00,-4.125157371163368225e-02,-4.042127609252929688e+00,1.337620317935943604e-01,1.197946658550265442e-02
7.590234041213989258e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
7.602835178375244141e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
7.613782644271850586e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
7.623960018157958984e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
7.632884740829467773e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
7.642097711563110352e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
7.652348518371582031e+00,-3.887553140521049500e-02,-4.044433593750000000e+00,1.377944499254226685e-01,6.547072571661465695e-03
