Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1774005951.736021,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.746985,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.7558186,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.7673848,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.7780771,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.7865176,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.7960548,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8055546,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8155515,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8252835,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8351161,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8465936,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8567398,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8659825,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.8760893,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.885358,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.895351,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9059277,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9154804,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9279957,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9354017,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.946513,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9556215,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9662983,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9773877,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9857352,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005951.9952934,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005952.0058222,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005952.0161567,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005952.0281057,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774005952.0359137,1.0,1.0,1.0,1.0,1.0,0.0,1.0
