t,x,y,z,yaw
1.667938494682312012e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.668464350700378418e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.669314932823181152e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.670451712608337402e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.671245241165161133e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.672181653976440430e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.673469233512878418e+01,-2.060829401016235352e+00,-1.180918574333190918e+00,7.744991034269332886e-02,1.186503908389982195e-02
1.673921394348144531e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.674938154220581055e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.676171422004699707e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.677016234397888184e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.677953624725341797e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.678907132148742676e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.679968690872192383e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.680897736549377441e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.682198119163513184e+01,-2.061096191406250000e+00,-1.180930733680725098e+00,7.788900285959243774e-02,1.188928425279254901e-02
1.683069992065429688e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.683936381340026855e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.684977936744689941e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.685990667343139648e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.687003612518310547e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.687950515747070312e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.689167571067810059e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.689979362487792969e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.691133093833923340e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.691954421997070312e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.692907309532165527e+01,-2.061319351196289062e+00,-1.180971026420593262e+00,7.769853621721267700e-02,1.316235639703989234e-02
1.693914961814880371e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.695167827606201172e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.695933532714843750e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.696872162818908691e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.698044419288635254e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.699032950401306152e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.699998044967651367e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.701202917098999023e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.702018475532531738e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.703067684173583984e+01,-2.060848474502563477e+00,-1.181965827941894531e+00,7.713373005390167236e-02,6.187744105166304021e-02
1.704040813446044922e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.705010366439819336e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.705961275100708008e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.706964993476867676e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.707986235618591309e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.708959293365478516e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.709961605072021484e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.711320352554321289e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.712093067169189453e+01,-2.061142683029174805e+00,-1.182917714118957520e+00,7.809311896562576294e-02,9.014002173829038789e-02
1.713125467300415039e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
1.713963079452514648e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
1.715046977996826172e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
1.715911960601806641e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
1.716987538337707520e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
1.717923498153686523e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
1.719006133079528809e+01,-2.061970472335815430e+00,-1.182951450347900391e+00,8.766470104455947876e-02,1.029871607711030368e-01
