Time_s,Priority_0,Priority_1,Priority_2,Priority_3,Priority_4,Priority_5,Priority_6
1773951503.3956625,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4034243,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4120884,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4211779,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4288962,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.440689,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4499953,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4580672,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4683874,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4806774,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4888191,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.4985955,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5079014,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.51825,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5278141,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5394351,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5490468,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.558489,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.568056,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5785475,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5889077,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.5982583,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.609555,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6184788,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6301913,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6383457,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6477766,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6579087,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6701515,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6783903,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6875553,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.6983938,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7091227,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7183897,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7294295,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7395842,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7492864,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7592084,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7686002,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.778761,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.7885268,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.798243,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8085814,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8182852,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8298755,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8396788,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.849944,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8586495,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8691692,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.877758,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.8887062,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.898258,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9089828,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9177675,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9280438,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9376028,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9478006,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9578261,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9682298,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9777753,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.9905615,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951503.99879,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0092142,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0193195,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0293455,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0387995,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0480623,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0584466,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0679748,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.078749,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1773951504.0887992,1.0,1.0,1.0,1.0,1.0,0.0,1.0
