t,m1,m2,m3,m4,vbat
1.667938494682312012e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.668464350700378418e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.669314932823181152e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.670451712608337402e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.671245241165161133e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.672181653976440430e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.673469233512878418e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.164809226989746094e+00
1.673921394348144531e+01,3.843100000000000000e+04,3.757200000000000000e+04,3.729000000000000000e+04,3.811900000000000000e+04,4.164809226989746094e+00
1.674938154220581055e+01,3.903400000000000000e+04,3.842000000000000000e+04,3.837800000000000000e+04,3.951800000000000000e+04,3.378299236297607422e+00
1.676171422004699707e+01,3.903400000000000000e+04,3.842000000000000000e+04,3.837800000000000000e+04,3.951800000000000000e+04,3.378299236297607422e+00
1.677016234397888184e+01,4.010400000000000000e+04,3.930600000000000000e+04,3.992500000000000000e+04,4.041500000000000000e+04,3.351906299591064453e+00
1.677953624725341797e+01,4.010400000000000000e+04,3.930600000000000000e+04,3.992500000000000000e+04,4.041500000000000000e+04,3.351906299591064453e+00
1.678907132148742676e+01,4.018000000000000000e+04,4.211600000000000000e+04,4.166300000000000000e+04,3.992100000000000000e+04,3.367742061614990234e+00
1.679968690872192383e+01,4.018000000000000000e+04,4.211600000000000000e+04,4.166300000000000000e+04,3.992100000000000000e+04,3.367742061614990234e+00
1.680897736549377441e+01,4.207600000000000000e+04,4.119800000000000000e+04,4.146500000000000000e+04,4.246000000000000000e+04,3.409970760345458984e+00
1.682198119163513184e+01,4.207600000000000000e+04,4.119800000000000000e+04,4.146500000000000000e+04,4.246000000000000000e+04,3.409970760345458984e+00
1.683069992065429688e+01,4.407200000000000000e+04,4.206000000000000000e+04,4.203000000000000000e+04,4.151600000000000000e+04,3.436363697052001953e+00
1.683936381340026855e+01,4.407200000000000000e+04,4.206000000000000000e+04,4.203000000000000000e+04,4.151600000000000000e+04,3.436363697052001953e+00
1.684977936744689941e+01,4.407200000000000000e+04,4.206000000000000000e+04,4.203000000000000000e+04,4.151600000000000000e+04,3.436363697052001953e+00
1.685990667343139648e+01,4.570200000000000000e+04,4.113400000000000000e+04,4.479700000000000000e+04,3.956900000000000000e+04,3.436363697052001953e+00
1.687003612518310547e+01,4.732200000000000000e+04,4.081700000000000000e+04,4.464900000000000000e+04,4.042500000000000000e+04,3.446920871734619141e+00
1.687950515747070312e+01,4.732200000000000000e+04,4.081700000000000000e+04,4.464900000000000000e+04,4.042500000000000000e+04,3.446920871734619141e+00
1.689167571067810059e+01,4.766700000000000000e+04,4.071200000000000000e+04,4.610400000000000000e+04,4.080600000000000000e+04,3.441642284393310547e+00
1.689979362487792969e+01,4.766700000000000000e+04,4.071200000000000000e+04,4.610400000000000000e+04,4.080600000000000000e+04,3.441642284393310547e+00
1.691133093833923340e+01,4.906000000000000000e+04,3.976200000000000000e+04,4.542200000000000000e+04,4.375200000000000000e+04,3.431085109710693359e+00
1.691954421997070312e+01,4.906000000000000000e+04,3.976200000000000000e+04,4.542200000000000000e+04,4.375200000000000000e+04,3.431085109710693359e+00
1.692907309532165527e+01,4.799200000000000000e+04,4.305200000000000000e+04,4.729700000000000000e+04,4.093600000000000000e+04,3.436363697052001953e+00
1.693914961814880371e+01,4.799200000000000000e+04,4.305200000000000000e+04,4.729700000000000000e+04,4.093600000000000000e+04,3.436363697052001953e+00
1.695167827606201172e+01,4.990100000000000000e+04,4.469300000000000000e+04,4.618500000000000000e+04,3.957800000000000000e+04,3.446920871734619141e+00
1.695933532714843750e+01,4.990100000000000000e+04,4.469300000000000000e+04,4.618500000000000000e+04,3.957800000000000000e+04,3.446920871734619141e+00
1.696872162818908691e+01,4.557300000000000000e+04,4.089800000000000000e+04,5.094200000000000000e+04,4.365100000000000000e+04,3.446920871734619141e+00
1.698044419288635254e+01,4.557300000000000000e+04,4.089800000000000000e+04,5.094200000000000000e+04,4.365100000000000000e+04,3.446920871734619141e+00
1.699032950401306152e+01,4.939800000000000000e+04,3.922100000000000000e+04,4.775100000000000000e+04,4.555600000000000000e+04,3.431085109710693359e+00
1.699998044967651367e+01,4.939800000000000000e+04,3.922100000000000000e+04,4.775100000000000000e+04,4.555600000000000000e+04,3.431085109710693359e+00
1.701202917098999023e+01,4.625600000000000000e+04,3.744300000000000000e+04,5.033200000000000000e+04,4.721900000000000000e+04,3.425806522369384766e+00
1.702018475532531738e+01,4.625600000000000000e+04,3.744300000000000000e+04,5.033200000000000000e+04,4.721900000000000000e+04,3.425806522369384766e+00
1.703067684173583984e+01,4.601700000000000000e+04,3.655100000000000000e+04,4.985700000000000000e+04,4.709100000000000000e+04,3.425806522369384766e+00
1.704040813446044922e+01,4.601700000000000000e+04,3.655100000000000000e+04,4.985700000000000000e+04,4.709100000000000000e+04,3.425806522369384766e+00
1.705010366439819336e+01,4.816100000000000000e+04,3.702400000000000000e+04,4.769500000000000000e+04,4.627400000000000000e+04,3.441642284393310547e+00
1.705961275100708008e+01,4.816100000000000000e+04,3.702400000000000000e+04,4.769500000000000000e+04,4.627400000000000000e+04,3.441642284393310547e+00
1.706964993476867676e+01,4.763400000000000000e+04,3.814200000000000000e+04,4.792100000000000000e+04,4.512100000000000000e+04,3.446920871734619141e+00
1.707986235618591309e+01,4.763400000000000000e+04,3.814200000000000000e+04,4.792100000000000000e+04,4.512100000000000000e+04,3.446920871734619141e+00
1.708959293365478516e+01,4.906700000000000000e+04,3.948300000000000000e+04,4.651000000000000000e+04,4.327200000000000000e+04,3.457478046417236328e+00
1.709961605072021484e+01,4.906700000000000000e+04,3.948300000000000000e+04,4.651000000000000000e+04,4.327200000000000000e+04,3.457478046417236328e+00
1.711320352554321289e+01,4.938300000000000000e+04,3.998000000000000000e+04,4.532500000000000000e+04,4.229700000000000000e+04,3.452199459075927734e+00
1.712093067169189453e+01,4.938300000000000000e+04,3.998000000000000000e+04,4.532500000000000000e+04,4.229700000000000000e+04,3.452199459075927734e+00
1.713125467300415039e+01,4.831000000000000000e+04,3.931600000000000000e+04,4.666500000000000000e+04,4.203300000000000000e+04,3.468035221099853516e+00
1.713963079452514648e+01,4.831000000000000000e+04,3.931600000000000000e+04,4.666500000000000000e+04,4.203300000000000000e+04,3.468035221099853516e+00
1.715046977996826172e+01,4.965700000000000000e+04,3.777500000000000000e+04,4.565000000000000000e+04,4.186300000000000000e+04,3.473313808441162109e+00
1.715911960601806641e+01,4.965700000000000000e+04,3.777500000000000000e+04,4.565000000000000000e+04,4.186300000000000000e+04,3.473313808441162109e+00
1.716987538337707520e+01,4.771000000000000000e+04,3.635500000000000000e+04,4.841300000000000000e+04,4.222100000000000000e+04,3.468035221099853516e+00
1.717923498153686523e+01,4.771000000000000000e+04,3.635500000000000000e+04,4.841300000000000000e+04,4.222100000000000000e+04,3.468035221099853516e+00
1.719006133079528809e+01,4.921500000000000000e+04,3.742200000000000000e+04,4.740200000000000000e+04,4.084100000000000000e+04,3.473313808441162109e+00
1.719897198677062988e+01,4.921500000000000000e+04,3.742200000000000000e+04,4.740200000000000000e+04,4.084100000000000000e+04,3.473313808441162109e+00
1.720952010154724121e+01,5.078400000000000000e+04,3.680400000000000000e+04,4.566700000000000000e+04,3.975800000000000000e+04,3.473313808441162109e+00
1.721900558471679688e+01,5.078400000000000000e+04,3.680400000000000000e+04,4.566700000000000000e+04,3.975800000000000000e+04,3.473313808441162109e+00
1.722921419143676758e+01,5.085300000000000000e+04,3.795300000000000000e+04,4.576000000000000000e+04,3.779300000000000000e+04,3.473313808441162109e+00
1.723891592025756836e+01,5.085300000000000000e+04,3.795300000000000000e+04,4.576000000000000000e+04,3.779300000000000000e+04,3.473313808441162109e+00
1.724968624114990234e+01,5.109200000000000000e+04,3.993300000000000000e+04,4.617000000000000000e+04,3.549100000000000000e+04,3.468035221099853516e+00
1.725926780700683594e+01,5.109200000000000000e+04,3.993300000000000000e+04,4.617000000000000000e+04,3.549100000000000000e+04,3.468035221099853516e+00
1.727168750762939453e+01,4.896400000000000000e+04,3.798100000000000000e+04,4.902100000000000000e+04,3.677200000000000000e+04,3.468035221099853516e+00
1.727988028526306152e+01,4.896400000000000000e+04,3.798100000000000000e+04,4.902100000000000000e+04,3.677200000000000000e+04,3.468035221099853516e+00
1.729103684425354004e+01,4.692900000000000000e+04,3.383400000000000000e+04,5.116500000000000000e+04,4.030900000000000000e+04,3.452199459075927734e+00
1.730081248283386230e+01,4.692900000000000000e+04,3.383400000000000000e+04,5.116500000000000000e+04,4.030900000000000000e+04,3.452199459075927734e+00
1.731037974357604980e+01,4.676400000000000000e+04,3.114500000000000000e+04,5.104000000000000000e+04,4.130400000000000000e+04,3.457478046417236328e+00
1.732025480270385742e+01,4.676400000000000000e+04,3.114500000000000000e+04,5.104000000000000000e+04,4.130400000000000000e+04,3.457478046417236328e+00
1.732972526550292969e+01,4.676400000000000000e+04,3.114500000000000000e+04,5.104000000000000000e+04,4.130400000000000000e+04,3.457478046417236328e+00
1.734003949165344238e+01,4.768200000000000000e+04,3.213800000000000000e+04,5.016000000000000000e+04,4.021200000000000000e+04,3.483870983123779297e+00
1.734916377067565918e+01,4.888800000000000000e+04,3.238200000000000000e+04,4.913800000000000000e+04,4.031700000000000000e+04,3.473313808441162109e+00
1.736033773422241211e+01,4.888800000000000000e+04,3.238200000000000000e+04,4.913800000000000000e+04,4.031700000000000000e+04,3.473313808441162109e+00
1.736990404129028320e+01,4.993700000000000000e+04,3.560000000000000000e+04,4.755000000000000000e+04,3.767300000000000000e+04,3.473313808441162109e+00
1.738033413887023926e+01,4.993700000000000000e+04,3.560000000000000000e+04,4.755000000000000000e+04,3.767300000000000000e+04,3.473313808441162109e+00
